"Time (CET)","Day-ahead Total Load Forecast [MW] - Ireland (IE)","Actual Total Load [MW] - Ireland (IE)"
"05.06.2019 18:00 - 05.06.2019 18:30","4035","3742"
"05.06.2019 18:30 - 05.06.2019 19:00","4086","3807"
"05.06.2019 19:00 - 05.06.2019 19:30","4067","3773"
"05.06.2019 19:30 - 05.06.2019 20:00","3964","3730"
"05.06.2019 20:00 - 05.06.2019 20:30","3852","3619"
"05.06.2019 20:30 - 05.06.2019 21:00","3772","3527"
"05.06.2019 21:00 - 05.06.2019 21:30","3678","3494"
"05.06.2019 21:30 - 05.06.2019 22:00","3614","3434"
"05.06.2019 22:00 - 05.06.2019 22:30","3571","3406"
"05.06.2019 22:30 - 05.06.2019 23:00","3510","3294"
"05.06.2019 23:00 - 05.06.2019 23:30","3497","3237"
"05.06.2019 23:30 - 06.06.2019 00:00","3460","3181"
"06.06.2019 00:00 - 06.06.2019 00:30","3288","3028"
"06.06.2019 00:30 - 06.06.2019 01:00","3022","2865"
"06.06.2019 01:00 - 06.06.2019 01:30","2871","2727"
"06.06.2019 01:30 - 06.06.2019 02:00","2781","2646"
"06.06.2019 02:00 - 06.06.2019 02:30","2673","2547"
"06.06.2019 02:30 - 06.06.2019 03:00","2595","2481"
"06.06.2019 03:00 - 06.06.2019 03:30","2524","2415"
"06.06.2019 03:30 - 06.06.2019 04:00","2475","2383"
"06.06.2019 04:00 - 06.06.2019 04:30","2432","2343"
"06.06.2019 04:30 - 06.06.2019 05:00","2408","2330"
"06.06.2019 05:00 - 06.06.2019 05:30","2391","2328"
"06.06.2019 05:30 - 06.06.2019 06:00","2394","2344"
"06.06.2019 06:00 - 06.06.2019 06:30","2364","2327"
"06.06.2019 06:30 - 06.06.2019 07:00","2355","2342"
"06.06.2019 07:00 - 06.06.2019 07:30","2442","2463"
"06.06.2019 07:30 - 06.06.2019 08:00","2628","2666"
"06.06.2019 08:00 - 06.06.2019 08:30","2877","2932"
"06.06.2019 08:30 - 06.06.2019 09:00","3307","3247"
"06.06.2019 09:00 - 06.06.2019 09:30","3597","3469"
"06.06.2019 09:30 - 06.06.2019 10:00","3771","3614"
"06.06.2019 10:00 - 06.06.2019 10:30","3843","3648"
"06.06.2019 10:30 - 06.06.2019 11:00","3909","3699"
"06.06.2019 11:00 - 06.06.2019 11:30","3936","3696"
"06.06.2019 11:30 - 06.06.2019 12:00","3929","3691"
"06.06.2019 12:00 - 06.06.2019 12:30","3957","N/A"
"06.06.2019 12:30 - 06.06.2019 13:00","3970","N/A"
"06.06.2019 13:00 - 06.06.2019 13:30","3995","3687"
"06.06.2019 13:30 - 06.06.2019 14:00","4016","3704"
"06.06.2019 14:00 - 06.06.2019 14:30","4000","3684"
"06.06.2019 14:30 - 06.06.2019 15:00","3915","3606"
"06.06.2019 15:00 - 06.06.2019 15:30","3892","3616"
"06.06.2019 15:30 - 06.06.2019 16:00","3897","3599"
"06.06.2019 16:00 - 06.06.2019 16:30","3905","3603"
"06.06.2019 16:30 - 06.06.2019 17:00","3929","3559"
"06.06.2019 17:00 - 06.06.2019 17:30","3932","3547"
"06.06.2019 17:30 - 06.06.2019 18:00","3954","3574"
"06.06.2019 18:00 - 06.06.2019 18:30","3985","3630"
"06.06.2019 18:30 - 06.06.2019 19:00","4023","3703"
"06.06.2019 19:00 - 06.06.2019 19:30","4003","3677"
"06.06.2019 19:30 - 06.06.2019 20:00","3925","3610"
"06.06.2019 20:00 - 06.06.2019 20:30","3828","3536"
"06.06.2019 20:30 - 06.06.2019 21:00","3746","3484"
"06.06.2019 21:00 - 06.06.2019 21:30","3664","3404"
"06.06.2019 21:30 - 06.06.2019 22:00","3610","3392"
"06.06.2019 22:00 - 06.06.2019 22:30","3569","3331"
"06.06.2019 22:30 - 06.06.2019 23:00","3494","3220"
"06.06.2019 23:00 - 06.06.2019 23:30","3478","3165"
"06.06.2019 23:30 - 07.06.2019 00:00","3451","3152"
"07.06.2019 00:00 - 07.06.2019 00:30","3292","2983"
"07.06.2019 00:30 - 07.06.2019 01:00","3034","2821"
"07.06.2019 01:00 - 07.06.2019 01:30","2885","2696"
"07.06.2019 01:30 - 07.06.2019 02:00","2793","2613"
"07.06.2019 02:00 - 07.06.2019 02:30","2674","2523"
"07.06.2019 02:30 - 07.06.2019 03:00","2597","2425"
"07.06.2019 03:00 - 07.06.2019 03:30","2520","2357"
"07.06.2019 03:30 - 07.06.2019 04:00","2465","2315"
"07.06.2019 04:00 - 07.06.2019 04:30","2421","2281"
"07.06.2019 04:30 - 07.06.2019 05:00","2411","2267"
"07.06.2019 05:00 - 07.06.2019 05:30","2388","2276"
"07.06.2019 05:30 - 07.06.2019 06:00","2395","2298"
"07.06.2019 06:00 - 07.06.2019 06:30","2356","2289"
"07.06.2019 06:30 - 07.06.2019 07:00","2351","2317"
"07.06.2019 07:00 - 07.06.2019 07:30","2431","2446"
"07.06.2019 07:30 - 07.06.2019 08:00","2591","2650"
"07.06.2019 08:00 - 07.06.2019 08:30","2834","2921"
"07.06.2019 08:30 - 07.06.2019 09:00","3262","3243"
"07.06.2019 09:00 - 07.06.2019 09:30","3545","3440"
"07.06.2019 09:30 - 07.06.2019 10:00","3739","3595"
"07.06.2019 10:00 - 07.06.2019 10:30","3805","3634"
"07.06.2019 10:30 - 07.06.2019 11:00","3884","3667"
"07.06.2019 11:00 - 07.06.2019 11:30","3896","3665"
"07.06.2019 11:30 - 07.06.2019 12:00","3906","3659"
"07.06.2019 12:00 - 07.06.2019 12:30","3913","3673"
"07.06.2019 12:30 - 07.06.2019 13:00","3944","3659"
"07.06.2019 13:00 - 07.06.2019 13:30","3947","3671"
"07.06.2019 13:30 - 07.06.2019 14:00","3961","3685"
"07.06.2019 14:00 - 07.06.2019 14:30","3949","3664"
"07.06.2019 14:30 - 07.06.2019 15:00","3870","3594"
"07.06.2019 15:00 - 07.06.2019 15:30","3845","3566"
"07.06.2019 15:30 - 07.06.2019 16:00","3837","3565"
"07.06.2019 16:00 - 07.06.2019 16:30","3829","3542"
"07.06.2019 16:30 - 07.06.2019 17:00","3843","3549"
"07.06.2019 17:00 - 07.06.2019 17:30","3840","3536"
"07.06.2019 17:30 - 07.06.2019 18:00","3848","3575"
"07.06.2019 18:00 - 07.06.2019 18:30","3891","3620"
"07.06.2019 18:30 - 07.06.2019 19:00","3931","3646"
"07.06.2019 19:00 - 07.06.2019 19:30","3913","3637"
"07.06.2019 19:30 - 07.06.2019 20:00","3862","3577"
"07.06.2019 20:00 - 07.06.2019 20:30","3760","3528"
"07.06.2019 20:30 - 07.06.2019 21:00","3672","3426"
"07.06.2019 21:00 - 07.06.2019 21:30","3566","3367"
"07.06.2019 21:30 - 07.06.2019 22:00","3488","3292"
"07.06.2019 22:00 - 07.06.2019 22:30","3425","3223"
"07.06.2019 22:30 - 07.06.2019 23:00","3358","3128"
"07.06.2019 23:00 - 07.06.2019 23:30","3357","3124"
"07.06.2019 23:30 - 08.06.2019 00:00","3331","3109"
"08.06.2019 00:00 - 08.06.2019 00:30","3104","2985"
"08.06.2019 00:30 - 08.06.2019 01:00","2991","2850"
"08.06.2019 01:00 - 08.06.2019 01:30","2903","2730"
"08.06.2019 01:30 - 08.06.2019 02:00","2829","2659"
"08.06.2019 02:00 - 08.06.2019 02:30","2719","2554"
"08.06.2019 02:30 - 08.06.2019 03:00","2632","2481"
"08.06.2019 03:00 - 08.06.2019 03:30","2540","2405"
"08.06.2019 03:30 - 08.06.2019 04:00","2491","2361"
"08.06.2019 04:00 - 08.06.2019 04:30","2438","2295"
"08.06.2019 04:30 - 08.06.2019 05:00","2415","2273"
"08.06.2019 05:00 - 08.06.2019 05:30","2384","2274"
"08.06.2019 05:30 - 08.06.2019 06:00","2386","2280"
"08.06.2019 06:00 - 08.06.2019 06:30","2334","2252"
"08.06.2019 06:30 - 08.06.2019 07:00","2296","2233"
"08.06.2019 07:00 - 08.06.2019 07:30","2315","2259"
"08.06.2019 07:30 - 08.06.2019 08:00","2388","2332"
"08.06.2019 08:00 - 08.06.2019 08:30","2477","2461"
"08.06.2019 08:30 - 08.06.2019 09:00","2626","2615"
"08.06.2019 09:00 - 08.06.2019 09:30","2803","2788"
"08.06.2019 09:30 - 08.06.2019 10:00","2987","2972"
"08.06.2019 10:00 - 08.06.2019 10:30","3257","3130"
"08.06.2019 10:30 - 08.06.2019 11:00","3405","3225"
"08.06.2019 11:00 - 08.06.2019 11:30","3484","3273"
"08.06.2019 11:30 - 08.06.2019 12:00","3550","3312"
"08.06.2019 12:00 - 08.06.2019 12:30","3566","3307"
"08.06.2019 12:30 - 08.06.2019 13:00","3583","3307"
"08.06.2019 13:00 - 08.06.2019 13:30","3594","3324"
"08.06.2019 13:30 - 08.06.2019 14:00","3619","3322"
"08.06.2019 14:00 - 08.06.2019 14:30","3592","3280"
"08.06.2019 14:30 - 08.06.2019 15:00","3549","3250"
"08.06.2019 15:00 - 08.06.2019 15:30","3477","3205"
"08.06.2019 15:30 - 08.06.2019 16:00","3425","3178"
"08.06.2019 16:00 - 08.06.2019 16:30","3389","3118"
"08.06.2019 16:30 - 08.06.2019 17:00","3348","3094"
"08.06.2019 17:00 - 08.06.2019 17:30","3365","3098"
"08.06.2019 17:30 - 08.06.2019 18:00","3408","3131"
"08.06.2019 18:00 - 08.06.2019 18:30","3450","3172"
"08.06.2019 18:30 - 08.06.2019 19:00","3521","3221"
"08.06.2019 19:00 - 08.06.2019 19:30","3556","3250"
"08.06.2019 19:30 - 08.06.2019 20:00","3517","3241"
"08.06.2019 20:00 - 08.06.2019 20:30","3457","3192"
"08.06.2019 20:30 - 08.06.2019 21:00","3361","3116"
"08.06.2019 21:00 - 08.06.2019 21:30","3264","3033"
"08.06.2019 21:30 - 08.06.2019 22:00","3087","2972"
"08.06.2019 22:00 - 08.06.2019 22:30","3047","2923"
"08.06.2019 22:30 - 08.06.2019 23:00","3004","2863"
"08.06.2019 23:00 - 08.06.2019 23:30","3003","2829"
"08.06.2019 23:30 - 09.06.2019 00:00","3034","2889"
"09.06.2019 00:00 - 09.06.2019 00:30","2949","2780"
"09.06.2019 00:30 - 09.06.2019 01:00","2866","2687"
"09.06.2019 01:00 - 09.06.2019 01:30","2805","2585"
"09.06.2019 01:30 - 09.06.2019 02:00","2720","2518"
"09.06.2019 02:00 - 09.06.2019 02:30","2626","2419"
"09.06.2019 02:30 - 09.06.2019 03:00","2553","2344"
"09.06.2019 03:00 - 09.06.2019 03:30","2467","2296"
"09.06.2019 03:30 - 09.06.2019 04:00","2405","2250"
"09.06.2019 04:00 - 09.06.2019 04:30","2356","2201"
"09.06.2019 04:30 - 09.06.2019 05:00","2318","2196"
"09.06.2019 05:00 - 09.06.2019 05:30","2294","2185"
"09.06.2019 05:30 - 09.06.2019 06:00","2285","2191"
"09.06.2019 06:00 - 09.06.2019 06:30","2222","2133"
"09.06.2019 06:30 - 09.06.2019 07:00","2187","2115"
"09.06.2019 07:00 - 09.06.2019 07:30","2186","2154"
"09.06.2019 07:30 - 09.06.2019 08:00","2236","2203"
"09.06.2019 08:00 - 09.06.2019 08:30","2288","2281"
"09.06.2019 08:30 - 09.06.2019 09:00","2388","2384"
"09.06.2019 09:00 - 09.06.2019 09:30","2509","2528"
"09.06.2019 09:30 - 09.06.2019 10:00","2661","2688"
"09.06.2019 10:00 - 09.06.2019 10:30","2816","2817"
"09.06.2019 10:30 - 09.06.2019 11:00","2959","2943"
"09.06.2019 11:00 - 09.06.2019 11:30","3065","3036"
"09.06.2019 11:30 - 09.06.2019 12:00","3258","3091"
"09.06.2019 12:00 - 09.06.2019 12:30","3330","3146"
"09.06.2019 12:30 - 09.06.2019 13:00","3381","3186"
"09.06.2019 13:00 - 09.06.2019 13:30","3421","3218"
"09.06.2019 13:30 - 09.06.2019 14:00","3473","3253"
"09.06.2019 14:00 - 09.06.2019 14:30","3472","3238"
"09.06.2019 14:30 - 09.06.2019 15:00","3432","3229"
"09.06.2019 15:00 - 09.06.2019 15:30","3375","3148"
"09.06.2019 15:30 - 09.06.2019 16:00","3314","3114"
"09.06.2019 16:00 - 09.06.2019 16:30","3271","3091"
"09.06.2019 16:30 - 09.06.2019 17:00","3238","3053"
"09.06.2019 17:00 - 09.06.2019 17:30","3234","3084"
"09.06.2019 17:30 - 09.06.2019 18:00","3119","3090"
"09.06.2019 18:00 - 09.06.2019 18:30","3263","3155"
"09.06.2019 18:30 - 09.06.2019 19:00","3313","3235"
"09.06.2019 19:00 - 09.06.2019 19:30","3367","3282"
"09.06.2019 19:30 - 09.06.2019 20:00","3337","3282"
"09.06.2019 20:00 - 09.06.2019 20:30","3309","3243"
"09.06.2019 20:30 - 09.06.2019 21:00","3253","3200"
"09.06.2019 21:00 - 09.06.2019 21:30","3103","3133"
"09.06.2019 21:30 - 09.06.2019 22:00","3057","3091"
"09.06.2019 22:00 - 09.06.2019 22:30","3028","3048"
"09.06.2019 22:30 - 09.06.2019 23:00","2993","2966"
"09.06.2019 23:00 - 09.06.2019 23:30","2977","2904"
"09.06.2019 23:30 - 10.06.2019 00:00","2994","2917"
"10.06.2019 00:00 - 10.06.2019 00:30","2900","2791"
"10.06.2019 00:30 - 10.06.2019 01:00","2800","2655"
"10.06.2019 01:00 - 10.06.2019 01:30","2712","2557"
"10.06.2019 01:30 - 10.06.2019 02:00","2629","2477"
"10.06.2019 02:00 - 10.06.2019 02:30","2528","2387"
"10.06.2019 02:30 - 10.06.2019 03:00","2446","2322"
"10.06.2019 03:00 - 10.06.2019 03:30","2381","2276"
"10.06.2019 03:30 - 10.06.2019 04:00","2336","2235"
"10.06.2019 04:00 - 10.06.2019 04:30","2293","2200"
"10.06.2019 04:30 - 10.06.2019 05:00","2283","2193"
"10.06.2019 05:00 - 10.06.2019 05:30","2268","2194"
"10.06.2019 05:30 - 10.06.2019 06:00","2275","2218"
"10.06.2019 06:00 - 10.06.2019 06:30","2232","2178"
"10.06.2019 06:30 - 10.06.2019 07:00","2232","2209"
"10.06.2019 07:00 - 10.06.2019 07:30","2305","2350"
"10.06.2019 07:30 - 10.06.2019 08:00","2448","2559"
"10.06.2019 08:00 - 10.06.2019 08:30","2639","2802"
"10.06.2019 08:30 - 10.06.2019 09:00","2908","3104"
"10.06.2019 09:00 - 10.06.2019 09:30","3256","3335"
"10.06.2019 09:30 - 10.06.2019 10:00","3465","3472"
"10.06.2019 10:00 - 10.06.2019 10:30","3557","3523"
"10.06.2019 10:30 - 10.06.2019 11:00","3649","3576"
"10.06.2019 11:00 - 10.06.2019 11:30","3703","3585"
"10.06.2019 11:30 - 10.06.2019 12:00","3742","3575"
"10.06.2019 12:00 - 10.06.2019 12:30","3767","3576"
"10.06.2019 12:30 - 10.06.2019 13:00","3800","3581"
"10.06.2019 13:00 - 10.06.2019 13:30","3819","3586"
"10.06.2019 13:30 - 10.06.2019 14:00","3836","3624"
"10.06.2019 14:00 - 10.06.2019 14:30","3845","3622"
"10.06.2019 14:30 - 10.06.2019 15:00","3770","3551"
"10.06.2019 15:00 - 10.06.2019 15:30","3748","3539"
"10.06.2019 15:30 - 10.06.2019 16:00","3749","3530"
"10.06.2019 16:00 - 10.06.2019 16:30","3730","3545"
"10.06.2019 16:30 - 10.06.2019 17:00","3753","3560"
"10.06.2019 17:00 - 10.06.2019 17:30","3775","3560"
"10.06.2019 17:30 - 10.06.2019 18:00","3824","3587"
"10.06.2019 18:00 - 10.06.2019 18:30","3873","3654"
"10.06.2019 18:30 - 10.06.2019 19:00","3922","3694"
"10.06.2019 19:00 - 10.06.2019 19:30","3911","3667"
"10.06.2019 19:30 - 10.06.2019 20:00","3825","3578"
"10.06.2019 20:00 - 10.06.2019 20:30","3727","3506"
"10.06.2019 20:30 - 10.06.2019 21:00","3638","3411"
"10.06.2019 21:00 - 10.06.2019 21:30","3559","3342"
"10.06.2019 21:30 - 10.06.2019 22:00","3495","3261"
"10.06.2019 22:00 - 10.06.2019 22:30","3461","3223"
"10.06.2019 22:30 - 10.06.2019 23:00","3397","3120"
"10.06.2019 23:00 - 10.06.2019 23:30","3364","3022"
"10.06.2019 23:30 - 11.06.2019 00:00","3319","3018"
"11.06.2019 00:00 - 11.06.2019 00:30","3072","2889"
"11.06.2019 00:30 - 11.06.2019 01:00","2938","2727"
"11.06.2019 01:00 - 11.06.2019 01:30","2804","2602"
"11.06.2019 01:30 - 11.06.2019 02:00","2700","2532"
"11.06.2019 02:00 - 11.06.2019 02:30","2599","2468"
"11.06.2019 02:30 - 11.06.2019 03:00","2521","2398"
"11.06.2019 03:00 - 11.06.2019 03:30","2450","2326"
"11.06.2019 03:30 - 11.06.2019 04:00","2408","2268"
"11.06.2019 04:00 - 11.06.2019 04:30","2366","2254"
"11.06.2019 04:30 - 11.06.2019 05:00","2344","2238"
"11.06.2019 05:00 - 11.06.2019 05:30","2336","2221"
"11.06.2019 05:30 - 11.06.2019 06:00","2345","2244"
"11.06.2019 06:00 - 11.06.2019 06:30","2309","2225"
"11.06.2019 06:30 - 11.06.2019 07:00","2307","2278"
"11.06.2019 07:00 - 11.06.2019 07:30","2393","2399"
"11.06.2019 07:30 - 11.06.2019 08:00","2583","2630"
"11.06.2019 08:00 - 11.06.2019 08:30","2824","2882"
"11.06.2019 08:30 - 11.06.2019 09:00","3236","3226"
"11.06.2019 09:00 - 11.06.2019 09:30","3531","3437"
"11.06.2019 09:30 - 11.06.2019 10:00","3726","3511"
"11.06.2019 10:00 - 11.06.2019 10:30","3814","3536"
"11.06.2019 10:30 - 11.06.2019 11:00","3888","3586"
"11.06.2019 11:00 - 11.06.2019 11:30","3907","3574"
"11.06.2019 11:30 - 11.06.2019 12:00","3921","3576"
"11.06.2019 12:00 - 11.06.2019 12:30","3945","3565"
"11.06.2019 12:30 - 11.06.2019 13:00","3963","3565"
"11.06.2019 13:00 - 11.06.2019 13:30","3968","3590"
"11.06.2019 13:30 - 11.06.2019 14:00","4008","3597"
"11.06.2019 14:00 - 11.06.2019 14:30","4016","3628"
"11.06.2019 14:30 - 11.06.2019 15:00","3939","3544"
"11.06.2019 15:00 - 11.06.2019 15:30","3921","3483"
"11.06.2019 15:30 - 11.06.2019 16:00","3915","3511"
"11.06.2019 16:00 - 11.06.2019 16:30","3922","3485"
"11.06.2019 16:30 - 11.06.2019 17:00","3943","3515"
"11.06.2019 17:00 - 11.06.2019 17:30","3949","3525"
"11.06.2019 17:30 - 11.06.2019 18:00","3994","3563"
"11.06.2019 18:00 - 11.06.2019 18:30","4031","3601"
"11.06.2019 18:30 - 11.06.2019 19:00","4067","3645"
"11.06.2019 19:00 - 11.06.2019 19:30","4055","3621"
"11.06.2019 19:30 - 11.06.2019 20:00","3958","3558"
"11.06.2019 20:00 - 11.06.2019 20:30","3845","3479"
"11.06.2019 20:30 - 11.06.2019 21:00","3726","3421"
"11.06.2019 21:00 - 11.06.2019 21:30","3641","3363"
"11.06.2019 21:30 - 11.06.2019 22:00","3580","3318"
"11.06.2019 22:00 - 11.06.2019 22:30","3538","3281"
"11.06.2019 22:30 - 11.06.2019 23:00","3463","3204"
"11.06.2019 23:00 - 11.06.2019 23:30","3434","3130"
"11.06.2019 23:30 - 12.06.2019 00:00","3435","3104"
"12.06.2019 00:00 - 12.06.2019 00:30","3291","2928"
"12.06.2019 00:30 - 12.06.2019 01:00","3023","2756"
"12.06.2019 01:00 - 12.06.2019 01:30","2870","2624"
"12.06.2019 01:30 - 12.06.2019 02:00","2761","2544"
"12.06.2019 02:00 - 12.06.2019 02:30","2633","2467"
"12.06.2019 02:30 - 12.06.2019 03:00","2561","2384"
"12.06.2019 03:00 - 12.06.2019 03:30","2475","2332"
"12.06.2019 03:30 - 12.06.2019 04:00","2431","2319"
"12.06.2019 04:00 - 12.06.2019 04:30","2396","2285"
"12.06.2019 04:30 - 12.06.2019 05:00","2378","2275"
"12.06.2019 05:00 - 12.06.2019 05:30","2368","2276"
"12.06.2019 05:30 - 12.06.2019 06:00","2381","2291"
"12.06.2019 06:00 - 12.06.2019 06:30","2324","2297"
"12.06.2019 06:30 - 12.06.2019 07:00","2324","2284"
"12.06.2019 07:00 - 12.06.2019 07:30","2399","2395"
"12.06.2019 07:30 - 12.06.2019 08:00","2576","2586"
"12.06.2019 08:00 - 12.06.2019 08:30","2829","2832"
"12.06.2019 08:30 - 12.06.2019 09:00","3271","3120"
"12.06.2019 09:00 - 12.06.2019 09:30","3556","3351"
"12.06.2019 09:30 - 12.06.2019 10:00","3761","3478"
"12.06.2019 10:00 - 12.06.2019 10:30","3836","3519"
"12.06.2019 10:30 - 12.06.2019 11:00","3906","3556"
"12.06.2019 11:00 - 12.06.2019 11:30","3925","3569"
"12.06.2019 11:30 - 12.06.2019 12:00","3924","3569"
"12.06.2019 12:00 - 12.06.2019 12:30","3948","3581"
"12.06.2019 12:30 - 12.06.2019 13:00","3957","3595"
"12.06.2019 13:00 - 12.06.2019 13:30","3973","3601"
"12.06.2019 13:30 - 12.06.2019 14:00","3994","3636"
"12.06.2019 14:00 - 12.06.2019 14:30","3986","3616"
"12.06.2019 14:30 - 12.06.2019 15:00","3901","3548"
"12.06.2019 15:00 - 12.06.2019 15:30","3898","3572"
"12.06.2019 15:30 - 12.06.2019 16:00","3929","3575"
"12.06.2019 16:00 - 12.06.2019 16:30","3921","3569"
"12.06.2019 16:30 - 12.06.2019 17:00","3949","3577"
"12.06.2019 17:00 - 12.06.2019 17:30","3951","3636"
"12.06.2019 17:30 - 12.06.2019 18:00","3977","3705"
"12.06.2019 18:00 - 12.06.2019 18:30","4029","3728"
"12.06.2019 18:30 - 12.06.2019 19:00","4073","3801"
"12.06.2019 19:00 - 12.06.2019 19:30","4044","3800"
"12.06.2019 19:30 - 12.06.2019 20:00","3942","3746"
"12.06.2019 20:00 - 12.06.2019 20:30","3844","3657"
"12.06.2019 20:30 - 12.06.2019 21:00","3741","3598"
"12.06.2019 21:00 - 12.06.2019 21:30","3653","3506"
"12.06.2019 21:30 - 12.06.2019 22:00","3596","3430"
"12.06.2019 22:00 - 12.06.2019 22:30","3556","3412"
"12.06.2019 22:30 - 12.06.2019 23:00","3477","3302"
"12.06.2019 23:00 - 12.06.2019 23:30","3428","3228"
"12.06.2019 23:30 - 13.06.2019 00:00","3436","3104"
"13.06.2019 00:00 - 13.06.2019 00:30","3305","2948"
"13.06.2019 00:30 - 13.06.2019 01:00","3037","2781"
"13.06.2019 01:00 - 13.06.2019 01:30","2865","2632"
"13.06.2019 01:30 - 13.06.2019 02:00","2748","2562"
"13.06.2019 02:00 - 13.06.2019 02:30","2632","2500"
"13.06.2019 02:30 - 13.06.2019 03:00","2537","2423"
"13.06.2019 03:00 - 13.06.2019 03:30","2471","2358"
"13.06.2019 03:30 - 13.06.2019 04:00","2436","2312"
"13.06.2019 04:00 - 13.06.2019 04:30","2394","2266"
"13.06.2019 04:30 - 13.06.2019 05:00","2381","2266"
"13.06.2019 05:00 - 13.06.2019 05:30","2364","2277"
"13.06.2019 05:30 - 13.06.2019 06:00","2358","2298"
"13.06.2019 06:00 - 13.06.2019 06:30","2308","2314"
"13.06.2019 06:30 - 13.06.2019 07:00","2316","2330"
"13.06.2019 07:00 - 13.06.2019 07:30","2391","2433"
"13.06.2019 07:30 - 13.06.2019 08:00","2563","2637"
"13.06.2019 08:00 - 13.06.2019 08:30","2818","2900"
"13.06.2019 08:30 - 13.06.2019 09:00","3237","3208"
"13.06.2019 09:00 - 13.06.2019 09:30","3524","3409"
"13.06.2019 09:30 - 13.06.2019 10:00","3711","3572"
"13.06.2019 10:00 - 13.06.2019 10:30","3790","3634"
"13.06.2019 10:30 - 13.06.2019 11:00","3873","3650"
"13.06.2019 11:00 - 13.06.2019 11:30","3891","3658"
"13.06.2019 11:30 - 13.06.2019 12:00","3890","3652"
"13.06.2019 12:00 - 13.06.2019 12:30","3916","3706"
"13.06.2019 12:30 - 13.06.2019 13:00","3927","3700"
"13.06.2019 13:00 - 13.06.2019 13:30","3953","3718"
"13.06.2019 13:30 - 13.06.2019 14:00","3988","3699"
"13.06.2019 14:00 - 13.06.2019 14:30","3980","3726"
"13.06.2019 14:30 - 13.06.2019 15:00","3914","3618"
"13.06.2019 15:00 - 13.06.2019 15:30","3893","3611"
"13.06.2019 15:30 - 13.06.2019 16:00","3919","3617"
"13.06.2019 16:00 - 13.06.2019 16:30","3919","3649"
"13.06.2019 16:30 - 13.06.2019 17:00","3938","3659"
"13.06.2019 17:00 - 13.06.2019 17:30","3949","3685"
"13.06.2019 17:30 - 13.06.2019 18:00","3982","3708"
"13.06.2019 18:00 - 13.06.2019 18:30","4010","3747"
"13.06.2019 18:30 - 13.06.2019 19:00","4044","3805"
"13.06.2019 19:00 - 13.06.2019 19:30","4041","3789"
"13.06.2019 19:30 - 13.06.2019 20:00","3959","3731"
"13.06.2019 20:00 - 13.06.2019 20:30","3863","3630"
"13.06.2019 20:30 - 13.06.2019 21:00","3776","3575"
"13.06.2019 21:00 - 13.06.2019 21:30","3679","3500"
"13.06.2019 21:30 - 13.06.2019 22:00","3627","3454"
"13.06.2019 22:00 - 13.06.2019 22:30","3562","3417"
"13.06.2019 22:30 - 13.06.2019 23:00","3469","3318"
"13.06.2019 23:00 - 13.06.2019 23:30","3461","3262"
"13.06.2019 23:30 - 14.06.2019 00:00","3438","3232"
"14.06.2019 00:00 - 14.06.2019 00:30","3302","3061"
"14.06.2019 00:30 - 14.06.2019 01:00","3052","2904"
"14.06.2019 01:00 - 14.06.2019 01:30","2900","2762"
"14.06.2019 01:30 - 14.06.2019 02:00","2784","2689"
"14.06.2019 02:00 - 14.06.2019 02:30","2671","2589"
"14.06.2019 02:30 - 14.06.2019 03:00","2584","2513"
"14.06.2019 03:00 - 14.06.2019 03:30","2515","2444"
"14.06.2019 03:30 - 14.06.2019 04:00","2467","2400"
"14.06.2019 04:00 - 14.06.2019 04:30","2415","2369"
"14.06.2019 04:30 - 14.06.2019 05:00","2388","2352"
"14.06.2019 05:00 - 14.06.2019 05:30","2372","2346"
"14.06.2019 05:30 - 14.06.2019 06:00","2380","2365"
"14.06.2019 06:00 - 14.06.2019 06:30","2352","2345"
"14.06.2019 06:30 - 14.06.2019 07:00","2348","2361"
"14.06.2019 07:00 - 14.06.2019 07:30","2418","2496"
"14.06.2019 07:30 - 14.06.2019 08:00","2592","2684"
"14.06.2019 08:00 - 14.06.2019 08:30","2820","2916"
"14.06.2019 08:30 - 14.06.2019 09:00","3250","3227"
"14.06.2019 09:00 - 14.06.2019 09:30","3528","3450"
"14.06.2019 09:30 - 14.06.2019 10:00","3744","3594"
"14.06.2019 10:00 - 14.06.2019 10:30","3827","3669"
"14.06.2019 10:30 - 14.06.2019 11:00","3906","3708"
"14.06.2019 11:00 - 14.06.2019 11:30","3931","3704"
"14.06.2019 11:30 - 14.06.2019 12:00","3938","3710"
"14.06.2019 12:00 - 14.06.2019 12:30","3972","3722"
"14.06.2019 12:30 - 14.06.2019 13:00","3992","3722"
"14.06.2019 13:00 - 14.06.2019 13:30","4005","3738"
"14.06.2019 13:30 - 14.06.2019 14:00","4033","3745"
"14.06.2019 14:00 - 14.06.2019 14:30","4026","3733"
"14.06.2019 14:30 - 14.06.2019 15:00","3947","3675"
"14.06.2019 15:00 - 14.06.2019 15:30","3929","3647"
"14.06.2019 15:30 - 14.06.2019 16:00","3929","3627"
"14.06.2019 16:00 - 14.06.2019 16:30","3906","3633"
"14.06.2019 16:30 - 14.06.2019 17:00","3927","3657"
"14.06.2019 17:00 - 14.06.2019 17:30","3901","3640"
