"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"13.07.2019 11:45 - 13.07.2019 12:00","57256","56130"
"13.07.2019 12:00 - 13.07.2019 12:15","57172","55517"
"13.07.2019 12:15 - 13.07.2019 12:30","56865","55096"
"13.07.2019 12:30 - 13.07.2019 12:45","56408","54789"
"13.07.2019 12:45 - 13.07.2019 13:00","56136","54319"
"13.07.2019 13:00 - 13.07.2019 13:15","55774","53671"
"13.07.2019 13:15 - 13.07.2019 13:30","55423","53350"
"13.07.2019 13:30 - 13.07.2019 13:45","54957","53529"
"13.07.2019 13:45 - 13.07.2019 14:00","54466","52956"
"13.07.2019 14:00 - 13.07.2019 14:15","54106","52223"
"13.07.2019 14:15 - 13.07.2019 14:30","53790","52078"
"13.07.2019 14:30 - 13.07.2019 14:45","53493","51760"
"13.07.2019 14:45 - 13.07.2019 15:00","53049","51395"
"13.07.2019 15:00 - 13.07.2019 15:15","52831","51468"
"13.07.2019 15:15 - 13.07.2019 15:30","52644","51514"
"13.07.2019 15:30 - 13.07.2019 15:45","52495","51285"
"13.07.2019 15:45 - 13.07.2019 16:00","52390","51186"
"13.07.2019 16:00 - 13.07.2019 16:15","52339","51400"
"13.07.2019 16:15 - 13.07.2019 16:30","51928","50996"
"13.07.2019 16:30 - 13.07.2019 16:45","52169","50669"
"13.07.2019 16:45 - 13.07.2019 17:00","52146","50755"
"13.07.2019 17:00 - 13.07.2019 17:15","52248","51665"
"13.07.2019 17:15 - 13.07.2019 17:30","52171","51702"
"13.07.2019 17:30 - 13.07.2019 17:45","52315","51583"
"13.07.2019 17:45 - 13.07.2019 18:00","52237","51484"
"13.07.2019 18:00 - 13.07.2019 18:15","52360","51634"
"13.07.2019 18:15 - 13.07.2019 18:30","52144","51618"
"13.07.2019 18:30 - 13.07.2019 18:45","52018","51370"
"13.07.2019 18:45 - 13.07.2019 19:00","51718","51113"
"13.07.2019 19:00 - 13.07.2019 19:15","51627","51004"
"13.07.2019 19:15 - 13.07.2019 19:30","51195","50414"
"13.07.2019 19:30 - 13.07.2019 19:45","50766","50277"
"13.07.2019 19:45 - 13.07.2019 20:00","50270","50040"
"13.07.2019 20:00 - 13.07.2019 20:15","49703","49254"
"13.07.2019 20:15 - 13.07.2019 20:30","49018","48469"
"13.07.2019 20:30 - 13.07.2019 20:45","48441","47754"
"13.07.2019 20:45 - 13.07.2019 21:00","47801","47250"
"13.07.2019 21:00 - 13.07.2019 21:15","47389","47094"
"13.07.2019 21:15 - 13.07.2019 21:30","46960","46851"
"13.07.2019 21:30 - 13.07.2019 21:45","46742","46726"
"13.07.2019 21:45 - 13.07.2019 22:00","46624","46739"
"13.07.2019 22:00 - 13.07.2019 22:15","46914","46543"
"13.07.2019 22:15 - 13.07.2019 22:30","46483","46083"
"13.07.2019 22:30 - 13.07.2019 22:45","45919","45181"
"13.07.2019 22:45 - 13.07.2019 23:00","45261","44700"
"13.07.2019 23:00 - 13.07.2019 23:15","44142","43895"
"13.07.2019 23:15 - 13.07.2019 23:30","43435","43254"
"13.07.2019 23:30 - 13.07.2019 23:45","42823","42597"
"13.07.2019 23:45 - 14.07.2019 00:00","42108","41884"
"14.07.2019 00:00 - 14.07.2019 00:15","42887","41299"
"14.07.2019 00:15 - 14.07.2019 00:30","42181","40736"
"14.07.2019 00:30 - 14.07.2019 00:45","41392","40157"
"14.07.2019 00:45 - 14.07.2019 01:00","41311","39688"
"14.07.2019 01:00 - 14.07.2019 01:15","40907","39071"
"14.07.2019 01:15 - 14.07.2019 01:30","40288","38716"
"14.07.2019 01:30 - 14.07.2019 01:45","39821","38373"
"14.07.2019 01:45 - 14.07.2019 02:00","39983","38104"
"14.07.2019 02:00 - 14.07.2019 02:15","39099","37551"
"14.07.2019 02:15 - 14.07.2019 02:30","39066","37403"
"14.07.2019 02:30 - 14.07.2019 02:45","38799","37219"
"14.07.2019 02:45 - 14.07.2019 03:00","38491","36957"
"14.07.2019 03:00 - 14.07.2019 03:15","38681","36960"
"14.07.2019 03:15 - 14.07.2019 03:30","38478","36916"
"14.07.2019 03:30 - 14.07.2019 03:45","38217","36934"
"14.07.2019 03:45 - 14.07.2019 04:00","38083","36798"
"14.07.2019 04:00 - 14.07.2019 04:15","38276","36716"
"14.07.2019 04:15 - 14.07.2019 04:30","38238","36750"
"14.07.2019 04:30 - 14.07.2019 04:45","38108","36902"
"14.07.2019 04:45 - 14.07.2019 05:00","38106","36037"
"14.07.2019 05:00 - 14.07.2019 05:15","38297","36328"
"14.07.2019 05:15 - 14.07.2019 05:30","37877","36685"
"14.07.2019 05:30 - 14.07.2019 05:45","38062","36408"
"14.07.2019 05:45 - 14.07.2019 06:00","38028","36682"
"14.07.2019 06:00 - 14.07.2019 06:15","38336","37086"
"14.07.2019 06:15 - 14.07.2019 06:30","38389","37203"
"14.07.2019 06:30 - 14.07.2019 06:45","39160","37601"
"14.07.2019 06:45 - 14.07.2019 07:00","39226","37944"
"14.07.2019 07:00 - 14.07.2019 07:15","39796","38203"
"14.07.2019 07:15 - 14.07.2019 07:30","40737","38676"
"14.07.2019 07:30 - 14.07.2019 07:45","41772","39360"
"14.07.2019 07:45 - 14.07.2019 08:00","42864","39788"
"14.07.2019 08:00 - 14.07.2019 08:15","43295","40663"
"14.07.2019 08:15 - 14.07.2019 08:30","43861","41633"
"14.07.2019 08:30 - 14.07.2019 08:45","45250","42447"
"14.07.2019 08:45 - 14.07.2019 09:00","45943","43129"
"14.07.2019 09:00 - 14.07.2019 09:15","46600","43801"
"14.07.2019 09:15 - 14.07.2019 09:30","47474","44592"
"14.07.2019 09:30 - 14.07.2019 09:45","47940","45465"
"14.07.2019 09:45 - 14.07.2019 10:00","48392","45971"
"14.07.2019 10:00 - 14.07.2019 10:15","48931","46844"
"14.07.2019 10:15 - 14.07.2019 10:30","49826","47159"
"14.07.2019 10:30 - 14.07.2019 10:45","50310","47691"
"14.07.2019 10:45 - 14.07.2019 11:00","50817","48418"
"14.07.2019 11:00 - 14.07.2019 11:15","51514","49066"
"14.07.2019 11:15 - 14.07.2019 11:30","52441","49599"
"14.07.2019 11:30 - 14.07.2019 11:45","52811","50050"
"14.07.2019 11:45 - 14.07.2019 12:00","53306","50083"
"14.07.2019 12:00 - 14.07.2019 12:15","52887","49972"
"14.07.2019 12:15 - 14.07.2019 12:30","52403","49504"
"14.07.2019 12:30 - 14.07.2019 12:45","51936","49181"
"14.07.2019 12:45 - 14.07.2019 13:00","51879","48925"
"14.07.2019 13:00 - 14.07.2019 13:15","51305","48595"
"14.07.2019 13:15 - 14.07.2019 13:30","50894","48007"
"14.07.2019 13:30 - 14.07.2019 13:45","50217","47955"
"14.07.2019 13:45 - 14.07.2019 14:00","50230","47519"
"14.07.2019 14:00 - 14.07.2019 14:15","49886","47095"
"14.07.2019 14:15 - 14.07.2019 14:30","49628","46911"
"14.07.2019 14:30 - 14.07.2019 14:45","49546","47041"
"14.07.2019 14:45 - 14.07.2019 15:00","49324","46970"
"14.07.2019 15:00 - 14.07.2019 15:15","49407","46775"
"14.07.2019 15:15 - 14.07.2019 15:30","48940","46565"
"14.07.2019 15:30 - 14.07.2019 15:45","49015","46385"
"14.07.2019 15:45 - 14.07.2019 16:00","48921","46397"
"14.07.2019 16:00 - 14.07.2019 16:15","48960","46172"
"14.07.2019 16:15 - 14.07.2019 16:30","48843","46255"
"14.07.2019 16:30 - 14.07.2019 16:45","49603","46657"
"14.07.2019 16:45 - 14.07.2019 17:00","49383","46843"
"14.07.2019 17:00 - 14.07.2019 17:15","49881","47279"
"14.07.2019 17:15 - 14.07.2019 17:30","49673","46894"
"14.07.2019 17:30 - 14.07.2019 17:45","49878","47068"
"14.07.2019 17:45 - 14.07.2019 18:00","50046","47447"
"14.07.2019 18:00 - 14.07.2019 18:15","50382","47797"
"14.07.2019 18:15 - 14.07.2019 18:30","50695","47930"
"14.07.2019 18:30 - 14.07.2019 18:45","50485","48011"
"14.07.2019 18:45 - 14.07.2019 19:00","50205","48344"
"14.07.2019 19:00 - 14.07.2019 19:15","50141","48147"
"14.07.2019 19:15 - 14.07.2019 19:30","49703","47753"
"14.07.2019 19:30 - 14.07.2019 19:45","49443","47577"
"14.07.2019 19:45 - 14.07.2019 20:00","49638","47546"
"14.07.2019 20:00 - 14.07.2019 20:15","49266","47543"
"14.07.2019 20:15 - 14.07.2019 20:30","48877","47309"
"14.07.2019 20:30 - 14.07.2019 20:45","48534","46891"
"14.07.2019 20:45 - 14.07.2019 21:00","48054","46476"
"14.07.2019 21:00 - 14.07.2019 21:15","48078","46589"
"14.07.2019 21:15 - 14.07.2019 21:30","47720","46375"
"14.07.2019 21:30 - 14.07.2019 21:45","47577","46572"
"14.07.2019 21:45 - 14.07.2019 22:00","48085","47226"
"14.07.2019 22:00 - 14.07.2019 22:15","48666","47284"
"14.07.2019 22:15 - 14.07.2019 22:30","48276","46688"
"14.07.2019 22:30 - 14.07.2019 22:45","47656","46131"
"14.07.2019 22:45 - 14.07.2019 23:00","46989","45374"
"14.07.2019 23:00 - 14.07.2019 23:15","46210","44550"
"14.07.2019 23:15 - 14.07.2019 23:30","45516","43739"
"14.07.2019 23:30 - 14.07.2019 23:45","44970","42965"
"14.07.2019 23:45 - 15.07.2019 00:00","44373","42337"
"15.07.2019 00:00 - 15.07.2019 00:15","42918","41738"
"15.07.2019 00:15 - 15.07.2019 00:30","42421","41200"
"15.07.2019 00:30 - 15.07.2019 00:45","41890","40753"
"15.07.2019 00:45 - 15.07.2019 01:00","41683","40285"
"15.07.2019 01:00 - 15.07.2019 01:15","41608","39913"
"15.07.2019 01:15 - 15.07.2019 01:30","41025","39682"
"15.07.2019 01:30 - 15.07.2019 01:45","40644","39284"
"15.07.2019 01:45 - 15.07.2019 02:00","40874","39006"
"15.07.2019 02:00 - 15.07.2019 02:15","40009","38647"
"15.07.2019 02:15 - 15.07.2019 02:30","39950","38500"
"15.07.2019 02:30 - 15.07.2019 02:45","39892","38809"
"15.07.2019 02:45 - 15.07.2019 03:00","39947","38658"
"15.07.2019 03:00 - 15.07.2019 03:15","40098","39120"
"15.07.2019 03:15 - 15.07.2019 03:30","40058","39299"
"15.07.2019 03:30 - 15.07.2019 03:45","40176","39302"
"15.07.2019 03:45 - 15.07.2019 04:00","40226","39395"
"15.07.2019 04:00 - 15.07.2019 04:15","40761","40194"
"15.07.2019 04:15 - 15.07.2019 04:30","41109","40592"
"15.07.2019 04:30 - 15.07.2019 04:45","41643","41243"
"15.07.2019 04:45 - 15.07.2019 05:00","42061","41941"
"15.07.2019 05:00 - 15.07.2019 05:15","43527","43367"
"15.07.2019 05:15 - 15.07.2019 05:30","44072","43999"
"15.07.2019 05:30 - 15.07.2019 05:45","45248","44607"
"15.07.2019 05:45 - 15.07.2019 06:00","46998","46119"
"15.07.2019 06:00 - 15.07.2019 06:15","50140","49692"
"15.07.2019 06:15 - 15.07.2019 06:30","52428","51839"
"15.07.2019 06:30 - 15.07.2019 06:45","54027","53544"
"15.07.2019 06:45 - 15.07.2019 07:00","55350","55185"
"15.07.2019 07:00 - 15.07.2019 07:15","57181","56794"
"15.07.2019 07:15 - 15.07.2019 07:30","58362","58128"
"15.07.2019 07:30 - 15.07.2019 07:45","59449","59240"
"15.07.2019 07:45 - 15.07.2019 08:00","60398","60313"
"15.07.2019 08:00 - 15.07.2019 08:15","61274","61238"
"15.07.2019 08:15 - 15.07.2019 08:30","61797","61950"
"15.07.2019 08:30 - 15.07.2019 08:45","62130","62379"
"15.07.2019 08:45 - 15.07.2019 09:00","62531","62899"
"15.07.2019 09:00 - 15.07.2019 09:15","62542","62534"
"15.07.2019 09:15 - 15.07.2019 09:30","63031","62961"
"15.07.2019 09:30 - 15.07.2019 09:45","63650","63535"
"15.07.2019 09:45 - 15.07.2019 10:00","64153","64118"
"15.07.2019 10:00 - 15.07.2019 10:15","64753","64727"
"15.07.2019 10:15 - 15.07.2019 10:30","65099","64932"
"15.07.2019 10:30 - 15.07.2019 10:45","65690","65357"
"15.07.2019 10:45 - 15.07.2019 11:00","65968","65801"
"15.07.2019 11:00 - 15.07.2019 11:15","66373","66105"
"15.07.2019 11:15 - 15.07.2019 11:30","66775","66551"
"15.07.2019 11:30 - 15.07.2019 11:45","66974","67017"
"15.07.2019 11:45 - 15.07.2019 12:00","67285","67160"
"15.07.2019 12:00 - 15.07.2019 12:15","66789","66552"
"15.07.2019 12:15 - 15.07.2019 12:30","66558","66133"
"15.07.2019 12:30 - 15.07.2019 12:45","66600","66432"
"15.07.2019 12:45 - 15.07.2019 13:00","66712","66457"
"15.07.2019 13:00 - 15.07.2019 13:15","66462","66455"
"15.07.2019 13:15 - 15.07.2019 13:30","66396","66050"
"15.07.2019 13:30 - 15.07.2019 13:45","65851","65427"
"15.07.2019 13:45 - 15.07.2019 14:00","65347","64983"
"15.07.2019 14:00 - 15.07.2019 14:15","65140","64819"
"15.07.2019 14:15 - 15.07.2019 14:30","64974","64955"
"15.07.2019 14:30 - 15.07.2019 14:45","64804","64475"
"15.07.2019 14:45 - 15.07.2019 15:00","64315","64288"
"15.07.2019 15:00 - 15.07.2019 15:15","64204","64224"
"15.07.2019 15:15 - 15.07.2019 15:30","63825","63493"
"15.07.2019 15:30 - 15.07.2019 15:45","63536","63154"
"15.07.2019 15:45 - 15.07.2019 16:00","63074","62995"
"15.07.2019 16:00 - 15.07.2019 16:15","62797","62824"
"15.07.2019 16:15 - 15.07.2019 16:30","62402","62510"
"15.07.2019 16:30 - 15.07.2019 16:45","62725","62265"
"15.07.2019 16:45 - 15.07.2019 17:00","62353","62142"
"15.07.2019 17:00 - 15.07.2019 17:15","62424","62414"
"15.07.2019 17:15 - 15.07.2019 17:30","62291","62257"
"15.07.2019 17:30 - 15.07.2019 17:45","62270","62291"
"15.07.2019 17:45 - 15.07.2019 18:00","62176","62248"
"15.07.2019 18:00 - 15.07.2019 18:15","61837","62105"
"15.07.2019 18:15 - 15.07.2019 18:30","61627","61722"
"15.07.2019 18:30 - 15.07.2019 18:45","61460","61696"
"15.07.2019 18:45 - 15.07.2019 19:00","61243","61715"
"15.07.2019 19:00 - 15.07.2019 19:15","61088","61459"
"15.07.2019 19:15 - 15.07.2019 19:30","60546","60811"
"15.07.2019 19:30 - 15.07.2019 19:45","60205","60489"
"15.07.2019 19:45 - 15.07.2019 20:00","59760","60095"
"15.07.2019 20:00 - 15.07.2019 20:15","59018","59536"
"15.07.2019 20:15 - 15.07.2019 20:30","58199","58658"
"15.07.2019 20:30 - 15.07.2019 20:45","57629","57975"
"15.07.2019 20:45 - 15.07.2019 21:00","56907","57279"
"15.07.2019 21:00 - 15.07.2019 21:15","56446","56786"
"15.07.2019 21:15 - 15.07.2019 21:30","55794","56309"
"15.07.2019 21:30 - 15.07.2019 21:45","55367","55905"
"15.07.2019 21:45 - 15.07.2019 22:00","54758","55860"
"15.07.2019 22:00 - 15.07.2019 22:15","54656","55202"
"15.07.2019 22:15 - 15.07.2019 22:30","53837","54470"
"15.07.2019 22:30 - 15.07.2019 22:45","52812","53222"
"15.07.2019 22:45 - 15.07.2019 23:00","51741","52283"
"15.07.2019 23:00 - 15.07.2019 23:15","50617","51078"
"15.07.2019 23:15 - 15.07.2019 23:30","49776","49938"
"15.07.2019 23:30 - 15.07.2019 23:45","48839","49190"
"15.07.2019 23:45 - 16.07.2019 00:00","48125","48315"
"16.07.2019 00:00 - 16.07.2019 00:15","46673","47063"
"16.07.2019 00:15 - 16.07.2019 00:30","46377","46238"
"16.07.2019 00:30 - 16.07.2019 00:45","45727","45721"
"16.07.2019 00:45 - 16.07.2019 01:00","45336","45418"
"16.07.2019 01:00 - 16.07.2019 01:15","45319","45078"
"16.07.2019 01:15 - 16.07.2019 01:30","44683","44726"
"16.07.2019 01:30 - 16.07.2019 01:45","44131","44423"
"16.07.2019 01:45 - 16.07.2019 02:00","44420","44397"
"16.07.2019 02:00 - 16.07.2019 02:15","43298","43730"
"16.07.2019 02:15 - 16.07.2019 02:30","43240","43877"
"16.07.2019 02:30 - 16.07.2019 02:45","43168","43592"
"16.07.2019 02:45 - 16.07.2019 03:00","43288","43496"
"16.07.2019 03:00 - 16.07.2019 03:15","43279","43694"
"16.07.2019 03:15 - 16.07.2019 03:30","43331","43662"
"16.07.2019 03:30 - 16.07.2019 03:45","43386","43522"
"16.07.2019 03:45 - 16.07.2019 04:00","43438","43779"
"16.07.2019 04:00 - 16.07.2019 04:15","43833","44277"
"16.07.2019 04:15 - 16.07.2019 04:30","44127","44391"
"16.07.2019 04:30 - 16.07.2019 04:45","44523","44729"
"16.07.2019 04:45 - 16.07.2019 05:00","44867","45418"
"16.07.2019 05:00 - 16.07.2019 05:15","45992","46772"
"16.07.2019 05:15 - 16.07.2019 05:30","46339","47040"
"16.07.2019 05:30 - 16.07.2019 05:45","47293","47858"
"16.07.2019 05:45 - 16.07.2019 06:00","48539","49337"
"16.07.2019 06:00 - 16.07.2019 06:15","51249","52190"
"16.07.2019 06:15 - 16.07.2019 06:30","52984","54068"
"16.07.2019 06:30 - 16.07.2019 06:45","54513","55194"
"16.07.2019 06:45 - 16.07.2019 07:00","55798","56350"
"16.07.2019 07:00 - 16.07.2019 07:15","57493","58462"
"16.07.2019 07:15 - 16.07.2019 07:30","58629","59583"
"16.07.2019 07:30 - 16.07.2019 07:45","59941","61178"
"16.07.2019 07:45 - 16.07.2019 08:00","60778","62033"
"16.07.2019 08:00 - 16.07.2019 08:15","61589","63326"
"16.07.2019 08:15 - 16.07.2019 08:30","62031","63970"
"16.07.2019 08:30 - 16.07.2019 08:45","62369","64236"
"16.07.2019 08:45 - 16.07.2019 09:00","62765","64698"
"16.07.2019 09:00 - 16.07.2019 09:15","62779","64638"
"16.07.2019 09:15 - 16.07.2019 09:30","63127","65158"
"16.07.2019 09:30 - 16.07.2019 09:45","63832","65689"
"16.07.2019 09:45 - 16.07.2019 10:00","64210","66385"
"16.07.2019 10:00 - 16.07.2019 10:15","64753","66615"
"16.07.2019 10:15 - 16.07.2019 10:30","65005","66805"
"16.07.2019 10:30 - 16.07.2019 10:45","65557","67020"
"16.07.2019 10:45 - 16.07.2019 11:00","65942","67367"
"16.07.2019 11:00 - 16.07.2019 11:15","66213","67451"
"16.07.2019 11:15 - 16.07.2019 11:30","66635","67350"
"16.07.2019 11:30 - 16.07.2019 11:45","66795","67454"
"16.07.2019 11:45 - 16.07.2019 12:00","67002","67642"
"16.07.2019 12:00 - 16.07.2019 12:15","66289","67200"
"16.07.2019 12:15 - 16.07.2019 12:30","66019","66760"
"16.07.2019 12:30 - 16.07.2019 12:45","66066","66703"
"16.07.2019 12:45 - 16.07.2019 13:00","66158","66727"
"16.07.2019 13:00 - 16.07.2019 13:15","65931","66623"
"16.07.2019 13:15 - 16.07.2019 13:30","65854","66479"
"16.07.2019 13:30 - 16.07.2019 13:45","65411","66020"
"16.07.2019 13:45 - 16.07.2019 14:00","64876","65619"
"16.07.2019 14:00 - 16.07.2019 14:15","64747","65603"
"16.07.2019 14:15 - 16.07.2019 14:30","64529","65601"
"16.07.2019 14:30 - 16.07.2019 14:45","64333","65387"
"16.07.2019 14:45 - 16.07.2019 15:00","63938","65160"
"16.07.2019 15:00 - 16.07.2019 15:15","63690","64764"
"16.07.2019 15:15 - 16.07.2019 15:30","63476","64540"
"16.07.2019 15:30 - 16.07.2019 15:45","63087","63918"
"16.07.2019 15:45 - 16.07.2019 16:00","62669","63499"
"16.07.2019 16:00 - 16.07.2019 16:15","62452","63165"
"16.07.2019 16:15 - 16.07.2019 16:30","62109","63016"
"16.07.2019 16:30 - 16.07.2019 16:45","62302","62818"
"16.07.2019 16:45 - 16.07.2019 17:00","61989","62746"
"16.07.2019 17:00 - 16.07.2019 17:15","62041","62703"
"16.07.2019 17:15 - 16.07.2019 17:30","61994","62784"
"16.07.2019 17:30 - 16.07.2019 17:45","61988","62599"
"16.07.2019 17:45 - 16.07.2019 18:00","61870","62543"
"16.07.2019 18:00 - 16.07.2019 18:15","61515","62433"
"16.07.2019 18:15 - 16.07.2019 18:30","61217","62132"
"16.07.2019 18:30 - 16.07.2019 18:45","61072","62133"
"16.07.2019 18:45 - 16.07.2019 19:00","60818","62239"
"16.07.2019 19:00 - 16.07.2019 19:15","60659","61999"
"16.07.2019 19:15 - 16.07.2019 19:30","60095","61591"
"16.07.2019 19:30 - 16.07.2019 19:45","59646","61092"
"16.07.2019 19:45 - 16.07.2019 20:00","59199","60550"
"16.07.2019 20:00 - 16.07.2019 20:15","58414","59585"
"16.07.2019 20:15 - 16.07.2019 20:30","57771","58772"
"16.07.2019 20:30 - 16.07.2019 20:45","57071","58215"
"16.07.2019 20:45 - 16.07.2019 21:00","56473","57623"
"16.07.2019 21:00 - 16.07.2019 21:15","56041","56946"
"16.07.2019 21:15 - 16.07.2019 21:30","55564","56545"
"16.07.2019 21:30 - 16.07.2019 21:45","55035","56474"
"16.07.2019 21:45 - 16.07.2019 22:00","54574","55990"
"16.07.2019 22:00 - 16.07.2019 22:15","54389","55416"
"16.07.2019 22:15 - 16.07.2019 22:30","53615","54703"
"16.07.2019 22:30 - 16.07.2019 22:45","52534","53815"
"16.07.2019 22:45 - 16.07.2019 23:00","51517","52661"
"16.07.2019 23:00 - 16.07.2019 23:15","50419","51674"
"16.07.2019 23:15 - 16.07.2019 23:30","49500","50557"
"16.07.2019 23:30 - 16.07.2019 23:45","48742","49794"
"16.07.2019 23:45 - 17.07.2019 00:00","48064","49195"
"17.07.2019 00:00 - 17.07.2019 00:15","46513","47818"
"17.07.2019 00:15 - 17.07.2019 00:30","45990","47275"
"17.07.2019 00:30 - 17.07.2019 00:45","45491","46840"
"17.07.2019 00:45 - 17.07.2019 01:00","45148","46319"
"17.07.2019 01:00 - 17.07.2019 01:15","45042","45715"
"17.07.2019 01:15 - 17.07.2019 01:30","44470","45184"
"17.07.2019 01:30 - 17.07.2019 01:45","43917","44940"
"17.07.2019 01:45 - 17.07.2019 02:00","44204","44592"
"17.07.2019 02:00 - 17.07.2019 02:15","43180","43975"
"17.07.2019 02:15 - 17.07.2019 02:30","43072","43785"
"17.07.2019 02:30 - 17.07.2019 02:45","43025","43448"
"17.07.2019 02:45 - 17.07.2019 03:00","43133","43512"
"17.07.2019 03:00 - 17.07.2019 03:15","43212","43626"
"17.07.2019 03:15 - 17.07.2019 03:30","43211","43682"
"17.07.2019 03:30 - 17.07.2019 03:45","43275","43301"
"17.07.2019 03:45 - 17.07.2019 04:00","43290","43495"
"17.07.2019 04:00 - 17.07.2019 04:15","43703","44159"
"17.07.2019 04:15 - 17.07.2019 04:30","43944","44516"
"17.07.2019 04:30 - 17.07.2019 04:45","44348","44517"
"17.07.2019 04:45 - 17.07.2019 05:00","44701","44984"
"17.07.2019 05:00 - 17.07.2019 05:15","45782","46190"
"17.07.2019 05:15 - 17.07.2019 05:30","46164","46669"
"17.07.2019 05:30 - 17.07.2019 05:45","47074","47276"
"17.07.2019 05:45 - 17.07.2019 06:00","48403","48410"
"17.07.2019 06:00 - 17.07.2019 06:15","51018","51480"
"17.07.2019 06:15 - 17.07.2019 06:30","52909","53451"
"17.07.2019 06:30 - 17.07.2019 06:45","54532","54762"
"17.07.2019 06:45 - 17.07.2019 07:00","55710","56076"
"17.07.2019 07:00 - 17.07.2019 07:15","57309","57813"
"17.07.2019 07:15 - 17.07.2019 07:30","58256","58876"
"17.07.2019 07:30 - 17.07.2019 07:45","59726","60166"
"17.07.2019 07:45 - 17.07.2019 08:00","60454","60804"
"17.07.2019 08:00 - 17.07.2019 08:15","61144","61958"
"17.07.2019 08:15 - 17.07.2019 08:30","61764","62579"
"17.07.2019 08:30 - 17.07.2019 08:45","62103","63117"
"17.07.2019 08:45 - 17.07.2019 09:00","62402","63400"
"17.07.2019 09:00 - 17.07.2019 09:15","62311","63173"
"17.07.2019 09:15 - 17.07.2019 09:30","62692","63410"
"17.07.2019 09:30 - 17.07.2019 09:45","63283","64105"
"17.07.2019 09:45 - 17.07.2019 10:00","63844","64549"
"17.07.2019 10:00 - 17.07.2019 10:15","64161","64704"
"17.07.2019 10:15 - 17.07.2019 10:30","64352","64929"
"17.07.2019 10:30 - 17.07.2019 10:45","64863","65341"
"17.07.2019 10:45 - 17.07.2019 11:00","65214","65624"
"17.07.2019 11:00 - 17.07.2019 11:15","65370","65916"
"17.07.2019 11:15 - 17.07.2019 11:30","65819","66305"
"17.07.2019 11:30 - 17.07.2019 11:45","66068","66485"
"17.07.2019 11:45 - 17.07.2019 12:00","66126","66115"
"17.07.2019 12:00 - 17.07.2019 12:15","65609","65840"
"17.07.2019 12:15 - 17.07.2019 12:30","65304","65574"
"17.07.2019 12:30 - 17.07.2019 12:45","65310","65670"
"17.07.2019 12:45 - 17.07.2019 13:00","65322","65737"
"17.07.2019 13:00 - 17.07.2019 13:15","65170","65632"
"17.07.2019 13:15 - 17.07.2019 13:30","64987","65343"
"17.07.2019 13:30 - 17.07.2019 13:45","64412","64809"
"17.07.2019 13:45 - 17.07.2019 14:00","63884","64265"
"17.07.2019 14:00 - 17.07.2019 14:15","63653","64132"
"17.07.2019 14:15 - 17.07.2019 14:30","63615","64012"
"17.07.2019 14:30 - 17.07.2019 14:45","63362","63684"
"17.07.2019 14:45 - 17.07.2019 15:00","63185","63376"
"17.07.2019 15:00 - 17.07.2019 15:15","63198","63657"
"17.07.2019 15:15 - 17.07.2019 15:30","62747","63366"
