"Time (CET)","Day-ahead Total Load Forecast [MW] - Cyprus (CY)","Actual Total Load [MW] - Cyprus (CY)"
"10.01.2019 00:30 - 10.01.2019 01:00","N/A","467"
"10.01.2019 01:00 - 10.01.2019 01:30","N/A","449"
"10.01.2019 01:30 - 10.01.2019 02:00","N/A","434"
"10.01.2019 02:00 - 10.01.2019 02:30","N/A","425"
"10.01.2019 02:30 - 10.01.2019 03:00","N/A","417"
"10.01.2019 03:00 - 10.01.2019 03:30","N/A","415"
"10.01.2019 03:30 - 10.01.2019 04:00","N/A","419"
"10.01.2019 04:00 - 10.01.2019 04:30","N/A","426"
"10.01.2019 04:30 - 10.01.2019 05:00","N/A","444"
"10.01.2019 05:00 - 10.01.2019 05:30","N/A","483"
"10.01.2019 05:30 - 10.01.2019 06:00","N/A","532"
"10.01.2019 06:00 - 10.01.2019 06:30","N/A","585"
"10.01.2019 06:30 - 10.01.2019 07:00","N/A","598"
"10.01.2019 07:00 - 10.01.2019 07:30","N/A","619"
"10.01.2019 07:30 - 10.01.2019 08:00","N/A","634"
"10.01.2019 08:00 - 10.01.2019 08:30","N/A","623"
"10.01.2019 08:30 - 10.01.2019 09:00","N/A","626"
"10.01.2019 09:00 - 10.01.2019 09:30","N/A","617"
"10.01.2019 09:30 - 10.01.2019 10:00","N/A","613"
"10.01.2019 10:00 - 10.01.2019 10:30","N/A","602"
"10.01.2019 10:30 - 10.01.2019 11:00","N/A","603"
"10.01.2019 11:00 - 10.01.2019 11:30","N/A","598"
"10.01.2019 11:30 - 10.01.2019 12:00","N/A","606"
"10.01.2019 12:00 - 10.01.2019 12:30","N/A","597"
"10.01.2019 12:30 - 10.01.2019 13:00","N/A","603"
"10.01.2019 13:00 - 10.01.2019 13:30","N/A","631"
"10.01.2019 13:30 - 10.01.2019 14:00","N/A","655"
"10.01.2019 14:00 - 10.01.2019 14:30","N/A","666"
"10.01.2019 14:30 - 10.01.2019 15:00","N/A","680"
"10.01.2019 15:00 - 10.01.2019 15:30","N/A","691"
"10.01.2019 15:30 - 10.01.2019 16:00","N/A","699"
"10.01.2019 16:00 - 10.01.2019 16:30","N/A","734"
"10.01.2019 16:30 - 10.01.2019 17:00","N/A","787"
"10.01.2019 17:00 - 10.01.2019 17:30","N/A","805"
"10.01.2019 17:30 - 10.01.2019 18:00","N/A","816"
"10.01.2019 18:00 - 10.01.2019 18:30","N/A","817"
"10.01.2019 18:30 - 10.01.2019 19:00","N/A","810"
"10.01.2019 19:00 - 10.01.2019 19:30","N/A","792"
"10.01.2019 19:30 - 10.01.2019 20:00","N/A","782"
"10.01.2019 20:00 - 10.01.2019 20:30","N/A","762"
"10.01.2019 20:30 - 10.01.2019 21:00","N/A","742"
"10.01.2019 21:00 - 10.01.2019 21:30","N/A","711"
"10.01.2019 21:30 - 10.01.2019 22:00","N/A","667"
"10.01.2019 22:00 - 10.01.2019 22:30","N/A","631"
"10.01.2019 22:30 - 10.01.2019 23:00","N/A","599"
"10.01.2019 23:00 - 10.01.2019 23:30","N/A","554"
"10.01.2019 23:30 - 11.01.2019 00:00","N/A","510"
"11.01.2019 00:00 - 11.01.2019 00:30","N/A","475"
"11.01.2019 00:30 - 11.01.2019 01:00","N/A","447"
"11.01.2019 01:00 - 11.01.2019 01:30","N/A","430"
"11.01.2019 01:30 - 11.01.2019 02:00","N/A","415"
"11.01.2019 02:00 - 11.01.2019 02:30","N/A","407"
"11.01.2019 02:30 - 11.01.2019 03:00","N/A","399"
"11.01.2019 03:00 - 11.01.2019 03:30","N/A","397"
"11.01.2019 03:30 - 11.01.2019 04:00","N/A","401"
"11.01.2019 04:00 - 11.01.2019 04:30","N/A","408"
"11.01.2019 04:30 - 11.01.2019 05:00","N/A","429"
"11.01.2019 05:00 - 11.01.2019 05:30","N/A","465"
"11.01.2019 05:30 - 11.01.2019 06:00","N/A","514"
"11.01.2019 06:00 - 11.01.2019 06:30","N/A","562"
"11.01.2019 06:30 - 11.01.2019 07:00","N/A","578"
"11.01.2019 07:00 - 11.01.2019 07:30","N/A","598"
"11.01.2019 07:30 - 11.01.2019 08:00","N/A","610"
"11.01.2019 08:00 - 11.01.2019 08:30","N/A","601"
"11.01.2019 08:30 - 11.01.2019 09:00","N/A","591"
"11.01.2019 09:00 - 11.01.2019 09:30","N/A","573"
"11.01.2019 09:30 - 11.01.2019 10:00","N/A","555"
"11.01.2019 10:00 - 11.01.2019 10:30","N/A","555"
"11.01.2019 10:30 - 11.01.2019 11:00","N/A","550"
"11.01.2019 11:00 - 11.01.2019 11:30","N/A","552"
"11.01.2019 11:30 - 11.01.2019 12:00","N/A","550"
"11.01.2019 12:00 - 11.01.2019 12:30","N/A","542"
"11.01.2019 12:30 - 11.01.2019 13:00","N/A","537"
"11.01.2019 13:00 - 11.01.2019 13:30","N/A","539"
"11.01.2019 13:30 - 11.01.2019 14:00","N/A","549"
"11.01.2019 14:00 - 11.01.2019 14:30","N/A","563"
"11.01.2019 14:30 - 11.01.2019 15:00","N/A","580"
"11.01.2019 15:00 - 11.01.2019 15:30","N/A","592"
"11.01.2019 15:30 - 11.01.2019 16:00","N/A","609"
"11.01.2019 16:00 - 11.01.2019 16:30","N/A","652"
"11.01.2019 16:30 - 11.01.2019 17:00","N/A","720"
"11.01.2019 17:00 - 11.01.2019 17:30","N/A","745"
"11.01.2019 17:30 - 11.01.2019 18:00","N/A","756"
"11.01.2019 18:00 - 11.01.2019 18:30","N/A","757"
"11.01.2019 18:30 - 11.01.2019 19:00","N/A","750"
"11.01.2019 19:00 - 11.01.2019 19:30","N/A","739"
"11.01.2019 19:30 - 11.01.2019 20:00","N/A","722"
"11.01.2019 20:00 - 11.01.2019 20:30","N/A","703"
"11.01.2019 20:30 - 11.01.2019 21:00","N/A","688"
"11.01.2019 21:00 - 11.01.2019 21:30","N/A","667"
"11.01.2019 21:30 - 11.01.2019 22:00","N/A","631"
"11.01.2019 22:00 - 11.01.2019 22:30","N/A","609"
"11.01.2019 22:30 - 11.01.2019 23:00","N/A","591"
"11.01.2019 23:00 - 11.01.2019 23:30","N/A","552"
"11.01.2019 23:30 - 12.01.2019 00:00","N/A","511"
"12.01.2019 00:00 - 12.01.2019 00:30","N/A","478"
"12.01.2019 00:30 - 12.01.2019 01:00","N/A","449"
"12.01.2019 01:00 - 12.01.2019 01:30","N/A","428"
"12.01.2019 01:30 - 12.01.2019 02:00","N/A","409"
"12.01.2019 02:00 - 12.01.2019 02:30","N/A","399"
"12.01.2019 02:30 - 12.01.2019 03:00","N/A","392"
"12.01.2019 03:00 - 12.01.2019 03:30","N/A","388"
"12.01.2019 03:30 - 12.01.2019 04:00","N/A","387"
"12.01.2019 04:00 - 12.01.2019 04:30","N/A","389"
"12.01.2019 04:30 - 12.01.2019 05:00","N/A","397"
"12.01.2019 05:00 - 12.01.2019 05:30","N/A","408"
"12.01.2019 05:30 - 12.01.2019 06:00","N/A","407"
"12.01.2019 06:00 - 12.01.2019 06:30","N/A","429"
"12.01.2019 06:30 - 12.01.2019 07:00","N/A","457"
"12.01.2019 07:00 - 12.01.2019 07:30","N/A","478"
"12.01.2019 07:30 - 12.01.2019 08:00","N/A","489"
"12.01.2019 08:00 - 12.01.2019 08:30","N/A","488"
"12.01.2019 08:30 - 12.01.2019 09:00","N/A","491"
"12.01.2019 09:00 - 12.01.2019 09:30","N/A","488"
"12.01.2019 09:30 - 12.01.2019 10:00","N/A","476"
"12.01.2019 10:00 - 12.01.2019 10:30","N/A","473"
"12.01.2019 10:30 - 12.01.2019 11:00","N/A","493"
"12.01.2019 11:00 - 12.01.2019 11:30","N/A","494"
"12.01.2019 11:30 - 12.01.2019 12:00","N/A","499"
"12.01.2019 12:00 - 12.01.2019 12:30","N/A","497"
"12.01.2019 12:30 - 12.01.2019 13:00","N/A","491"
"12.01.2019 13:00 - 12.01.2019 13:30","N/A","489"
"12.01.2019 13:30 - 12.01.2019 14:00","N/A","482"
"12.01.2019 14:00 - 12.01.2019 14:30","N/A","493"
"12.01.2019 14:30 - 12.01.2019 15:00","N/A","509"
"12.01.2019 15:00 - 12.01.2019 15:30","N/A","522"
"12.01.2019 15:30 - 12.01.2019 16:00","N/A","541"
"12.01.2019 16:00 - 12.01.2019 16:30","N/A","588"
"12.01.2019 16:30 - 12.01.2019 17:00","N/A","658"
"12.01.2019 17:00 - 12.01.2019 17:30","N/A","684"
"12.01.2019 17:30 - 12.01.2019 18:00","N/A","696"
"12.01.2019 18:00 - 12.01.2019 18:30","N/A","696"
"12.01.2019 18:30 - 12.01.2019 19:00","N/A","688"
"12.01.2019 19:00 - 12.01.2019 19:30","N/A","674"
"12.01.2019 19:30 - 12.01.2019 20:00","N/A","658"
"12.01.2019 20:00 - 12.01.2019 20:30","N/A","644"
"12.01.2019 20:30 - 12.01.2019 21:00","N/A","640"
"12.01.2019 21:00 - 12.01.2019 21:30","N/A","621"
"12.01.2019 21:30 - 12.01.2019 22:00","N/A","599"
"12.01.2019 22:00 - 12.01.2019 22:30","N/A","586"
"12.01.2019 22:30 - 12.01.2019 23:00","N/A","570"
"12.01.2019 23:00 - 12.01.2019 23:30","N/A","535"
"12.01.2019 23:30 - 13.01.2019 00:00","N/A","500"
"13.01.2019 00:00 - 13.01.2019 00:30","N/A","465"
"13.01.2019 00:30 - 13.01.2019 01:00","N/A","437"
"13.01.2019 01:00 - 13.01.2019 01:30","N/A","417"
"13.01.2019 01:30 - 13.01.2019 02:00","N/A","403"
"13.01.2019 02:00 - 13.01.2019 02:30","N/A","389"
"13.01.2019 02:30 - 13.01.2019 03:00","N/A","378"
"13.01.2019 03:00 - 13.01.2019 03:30","N/A","376"
"13.01.2019 03:30 - 13.01.2019 04:00","N/A","374"
"13.01.2019 04:00 - 13.01.2019 04:30","N/A","376"
"13.01.2019 04:30 - 13.01.2019 05:00","N/A","378"
"13.01.2019 05:00 - 13.01.2019 05:30","N/A","385"
"13.01.2019 05:30 - 13.01.2019 06:00","N/A","379"
"13.01.2019 06:00 - 13.01.2019 06:30","N/A","392"
"13.01.2019 06:30 - 13.01.2019 07:00","N/A","406"
"13.01.2019 07:00 - 13.01.2019 07:30","N/A","420"
"13.01.2019 07:30 - 13.01.2019 08:00","N/A","433"
"13.01.2019 08:00 - 13.01.2019 08:30","N/A","439"
"13.01.2019 08:30 - 13.01.2019 09:00","N/A","465"
"13.01.2019 09:00 - 13.01.2019 09:30","N/A","486"
"13.01.2019 09:30 - 13.01.2019 10:00","N/A","478"
"13.01.2019 10:00 - 13.01.2019 10:30","N/A","496"
"13.01.2019 10:30 - 13.01.2019 11:00","N/A","514"
"13.01.2019 11:00 - 13.01.2019 11:30","N/A","533"
"13.01.2019 11:30 - 13.01.2019 12:00","N/A","555"
"13.01.2019 12:00 - 13.01.2019 12:30","N/A","555"
"13.01.2019 12:30 - 13.01.2019 13:00","N/A","550"
"13.01.2019 13:00 - 13.01.2019 13:30","N/A","548"
"13.01.2019 13:30 - 13.01.2019 14:00","N/A","550"
"13.01.2019 14:00 - 13.01.2019 14:30","N/A","564"
"13.01.2019 14:30 - 13.01.2019 15:00","N/A","570"
"13.01.2019 15:00 - 13.01.2019 15:30","N/A","564"
"13.01.2019 15:30 - 13.01.2019 16:00","N/A","569"
"13.01.2019 16:00 - 13.01.2019 16:30","N/A","596"
"13.01.2019 16:30 - 13.01.2019 17:00","N/A","650"
"13.01.2019 17:00 - 13.01.2019 17:30","N/A","676"
"13.01.2019 17:30 - 13.01.2019 18:00","N/A","693"
"13.01.2019 18:00 - 13.01.2019 18:30","N/A","697"
"13.01.2019 18:30 - 13.01.2019 19:00","N/A","696"
"13.01.2019 19:00 - 13.01.2019 19:30","N/A","691"
"13.01.2019 19:30 - 13.01.2019 20:00","N/A","685"
"13.01.2019 20:00 - 13.01.2019 20:30","N/A","674"
"13.01.2019 20:30 - 13.01.2019 21:00","N/A","661"
"13.01.2019 21:00 - 13.01.2019 21:30","N/A","636"
"13.01.2019 21:30 - 13.01.2019 22:00","N/A","602"
"13.01.2019 22:00 - 13.01.2019 22:30","N/A","575"
"13.01.2019 22:30 - 13.01.2019 23:00","N/A","545"
"13.01.2019 23:00 - 13.01.2019 23:30","N/A","507"
"13.01.2019 23:30 - 14.01.2019 00:00","N/A","466"
"14.01.2019 00:00 - 14.01.2019 00:30","N/A","436"
"14.01.2019 00:30 - 14.01.2019 01:00","N/A","414"
"14.01.2019 01:00 - 14.01.2019 01:30","N/A","395"
"14.01.2019 01:30 - 14.01.2019 02:00","N/A","384"
"14.01.2019 02:00 - 14.01.2019 02:30","N/A","374"
"14.01.2019 02:30 - 14.01.2019 03:00","N/A","369"
"14.01.2019 03:00 - 14.01.2019 03:30","N/A","367"
"14.01.2019 03:30 - 14.01.2019 04:00","N/A","371"
"14.01.2019 04:00 - 14.01.2019 04:30","N/A","382"
"14.01.2019 04:30 - 14.01.2019 05:00","N/A","401"
"14.01.2019 05:00 - 14.01.2019 05:30","N/A","439"
"14.01.2019 05:30 - 14.01.2019 06:00","N/A","488"
"14.01.2019 06:00 - 14.01.2019 06:30","N/A","542"
"14.01.2019 06:30 - 14.01.2019 07:00","N/A","559"
"14.01.2019 07:00 - 14.01.2019 07:30","N/A","579"
"14.01.2019 07:30 - 14.01.2019 08:00","N/A","585"
"14.01.2019 08:00 - 14.01.2019 08:30","N/A","575"
"14.01.2019 08:30 - 14.01.2019 09:00","N/A","566"
"14.01.2019 09:00 - 14.01.2019 09:30","N/A","564"
"14.01.2019 09:30 - 14.01.2019 10:00","N/A","546"
"14.01.2019 10:00 - 14.01.2019 10:30","N/A","549"
"14.01.2019 10:30 - 14.01.2019 11:00","N/A","555"
"14.01.2019 11:00 - 14.01.2019 11:30","N/A","567"
"14.01.2019 11:30 - 14.01.2019 12:00","N/A","566"
"14.01.2019 12:00 - 14.01.2019 12:30","N/A","562"
"14.01.2019 12:30 - 14.01.2019 13:00","N/A","N/A"
"14.01.2019 13:00 - 14.01.2019 13:30","N/A","589"
"14.01.2019 13:30 - 14.01.2019 14:00","N/A","599"
"14.01.2019 14:00 - 14.01.2019 14:30","N/A","607"
"14.01.2019 14:30 - 14.01.2019 15:00","N/A","617"
"14.01.2019 15:00 - 14.01.2019 15:30","N/A","630"
"14.01.2019 15:30 - 14.01.2019 16:00","N/A","640"
"14.01.2019 16:00 - 14.01.2019 16:30","N/A","677"
"14.01.2019 16:30 - 14.01.2019 17:00","N/A","730"
"14.01.2019 17:00 - 14.01.2019 17:30","N/A","750"
"14.01.2019 17:30 - 14.01.2019 18:00","N/A","761"
"14.01.2019 18:00 - 14.01.2019 18:30","N/A","765"
"14.01.2019 18:30 - 14.01.2019 19:00","N/A","757"
"14.01.2019 19:00 - 14.01.2019 19:30","N/A","747"
"14.01.2019 19:30 - 14.01.2019 20:00","N/A","735"
"14.01.2019 20:00 - 14.01.2019 20:30","N/A","719"
"14.01.2019 20:30 - 14.01.2019 21:00","N/A","698"
"14.01.2019 21:00 - 14.01.2019 21:30","N/A","668"
"14.01.2019 21:30 - 14.01.2019 22:00","N/A","624"
"14.01.2019 22:00 - 14.01.2019 22:30","N/A","592"
"14.01.2019 22:30 - 14.01.2019 23:00","N/A","553"
"14.01.2019 23:00 - 14.01.2019 23:30","N/A","511"
"14.01.2019 23:30 - 15.01.2019 00:00","N/A","469"
"15.01.2019 00:00 - 15.01.2019 00:30","N/A","438"
"15.01.2019 00:30 - 15.01.2019 01:00","N/A","412"
"15.01.2019 01:00 - 15.01.2019 01:30","N/A","393"
"15.01.2019 01:30 - 15.01.2019 02:00","N/A","383"
"15.01.2019 02:00 - 15.01.2019 02:30","N/A","375"
"15.01.2019 02:30 - 15.01.2019 03:00","N/A","369"
"15.01.2019 03:00 - 15.01.2019 03:30","N/A","367"
"15.01.2019 03:30 - 15.01.2019 04:00","N/A","370"
"15.01.2019 04:00 - 15.01.2019 04:30","N/A","378"
"15.01.2019 04:30 - 15.01.2019 05:00","N/A","399"
"15.01.2019 05:00 - 15.01.2019 05:30","N/A","434"
"15.01.2019 05:30 - 15.01.2019 06:00","N/A","479"
"15.01.2019 06:00 - 15.01.2019 06:30","N/A","522"
"15.01.2019 06:30 - 15.01.2019 07:00","N/A","547"
"15.01.2019 07:00 - 15.01.2019 07:30","N/A","585"
"15.01.2019 07:30 - 15.01.2019 08:00","N/A","615"
"15.01.2019 08:00 - 15.01.2019 08:30","N/A","623"
"15.01.2019 08:30 - 15.01.2019 09:00","N/A","635"
"15.01.2019 09:00 - 15.01.2019 09:30","N/A","624"
"15.01.2019 09:30 - 15.01.2019 10:00","N/A","615"
"15.01.2019 10:00 - 15.01.2019 10:30","N/A","595"
"15.01.2019 10:30 - 15.01.2019 11:00","N/A","597"
"15.01.2019 11:00 - 15.01.2019 11:30","N/A","598"
"15.01.2019 11:30 - 15.01.2019 12:00","N/A","600"
"15.01.2019 12:00 - 15.01.2019 12:30","N/A","601"
"15.01.2019 12:30 - 15.01.2019 13:00","N/A","618"
"15.01.2019 13:00 - 15.01.2019 13:30","N/A","621"
"15.01.2019 13:30 - 15.01.2019 14:00","N/A","632"
"15.01.2019 14:00 - 15.01.2019 14:30","N/A","654"
"15.01.2019 14:30 - 15.01.2019 15:00","N/A","671"
"15.01.2019 15:00 - 15.01.2019 15:30","N/A","674"
"15.01.2019 15:30 - 15.01.2019 16:00","N/A","679"
"15.01.2019 16:00 - 15.01.2019 16:30","N/A","699"
"15.01.2019 16:30 - 15.01.2019 17:00","N/A","736"
"15.01.2019 17:00 - 15.01.2019 17:30","N/A","753"
"15.01.2019 17:30 - 15.01.2019 18:00","N/A","761"
"15.01.2019 18:00 - 15.01.2019 18:30","N/A","758"
"15.01.2019 18:30 - 15.01.2019 19:00","N/A","751"
"15.01.2019 19:00 - 15.01.2019 19:30","N/A","734"
"15.01.2019 19:30 - 15.01.2019 20:00","N/A","721"
"15.01.2019 20:00 - 15.01.2019 20:30","N/A","701"
"15.01.2019 20:30 - 15.01.2019 21:00","N/A","679"
"15.01.2019 21:00 - 15.01.2019 21:30","N/A","649"
"15.01.2019 21:30 - 15.01.2019 22:00","N/A","610"
"15.01.2019 22:00 - 15.01.2019 22:30","N/A","576"
"15.01.2019 22:30 - 15.01.2019 23:00","N/A","544"
"15.01.2019 23:00 - 15.01.2019 23:30","N/A","503"
"15.01.2019 23:30 - 16.01.2019 00:00","N/A","466"
"16.01.2019 00:00 - 16.01.2019 00:30","N/A","432"
"16.01.2019 00:30 - 16.01.2019 01:00","N/A","406"
"16.01.2019 01:00 - 16.01.2019 01:30","N/A","388"
"16.01.2019 01:30 - 16.01.2019 02:00","N/A","379"
"16.01.2019 02:00 - 16.01.2019 02:30","N/A","372"
"16.01.2019 02:30 - 16.01.2019 03:00","N/A","368"
"16.01.2019 03:00 - 16.01.2019 03:30","N/A","364"
"16.01.2019 03:30 - 16.01.2019 04:00","N/A","368"
"16.01.2019 04:00 - 16.01.2019 04:30","N/A","377"
"16.01.2019 04:30 - 16.01.2019 05:00","N/A","399"
"16.01.2019 05:00 - 16.01.2019 05:30","N/A","430"
"16.01.2019 05:30 - 16.01.2019 06:00","N/A","474"
"16.01.2019 06:00 - 16.01.2019 06:30","N/A","522"
"16.01.2019 06:30 - 16.01.2019 07:00","N/A","542"
"16.01.2019 07:00 - 16.01.2019 07:30","N/A","563"
"16.01.2019 07:30 - 16.01.2019 08:00","N/A","572"
"16.01.2019 08:00 - 16.01.2019 08:30","N/A","566"
"16.01.2019 08:30 - 16.01.2019 09:00","N/A","566"
"16.01.2019 09:00 - 16.01.2019 09:30","N/A","578"
"16.01.2019 09:30 - 16.01.2019 10:00","N/A","565"
"16.01.2019 10:00 - 16.01.2019 10:30","N/A","570"
"16.01.2019 10:30 - 16.01.2019 11:00","N/A","596"
"16.01.2019 11:00 - 16.01.2019 11:30","N/A","627"
"16.01.2019 11:30 - 16.01.2019 12:00","N/A","648"
"16.01.2019 12:00 - 16.01.2019 12:30","N/A","662"
"16.01.2019 12:30 - 16.01.2019 13:00","N/A","675"
"16.01.2019 13:00 - 16.01.2019 13:30","N/A","695"
"16.01.2019 13:30 - 16.01.2019 14:00","N/A","695"
"16.01.2019 14:00 - 16.01.2019 14:30","N/A","694"
"16.01.2019 14:30 - 16.01.2019 15:00","N/A","690"
"16.01.2019 15:00 - 16.01.2019 15:30","N/A","686"
"16.01.2019 15:30 - 16.01.2019 16:00","N/A","692"
"16.01.2019 16:00 - 16.01.2019 16:30","N/A","711"
"16.01.2019 16:30 - 16.01.2019 17:00","N/A","758"
"16.01.2019 17:00 - 16.01.2019 17:30","N/A","780"
"16.01.2019 17:30 - 16.01.2019 18:00","N/A","791"
"16.01.2019 18:00 - 16.01.2019 18:30","N/A","793"
"16.01.2019 18:30 - 16.01.2019 19:00","N/A","793"
"16.01.2019 19:00 - 16.01.2019 19:30","N/A","777"
"16.01.2019 19:30 - 16.01.2019 20:00","N/A","756"
"16.01.2019 20:00 - 16.01.2019 20:30","N/A","743"
"16.01.2019 20:30 - 16.01.2019 21:00","N/A","721"
"16.01.2019 21:00 - 16.01.2019 21:30","N/A","693"
"16.01.2019 21:30 - 16.01.2019 22:00","N/A","650"
"16.01.2019 22:00 - 16.01.2019 22:30","N/A","608"
"16.01.2019 22:30 - 16.01.2019 23:00","N/A","574"
"16.01.2019 23:00 - 16.01.2019 23:30","N/A","529"
"16.01.2019 23:30 - 17.01.2019 00:00","N/A","489"
"17.01.2019 00:00 - 17.01.2019 00:30","N/A","458"
"17.01.2019 00:30 - 17.01.2019 01:00","N/A","434"
"17.01.2019 01:00 - 17.01.2019 01:30","N/A","415"
"17.01.2019 01:30 - 17.01.2019 02:00","N/A","404"
"17.01.2019 02:00 - 17.01.2019 02:30","N/A","394"
"17.01.2019 02:30 - 17.01.2019 03:00","N/A","388"
"17.01.2019 03:00 - 17.01.2019 03:30","N/A","385"
"17.01.2019 03:30 - 17.01.2019 04:00","N/A","391"
"17.01.2019 04:00 - 17.01.2019 04:30","N/A","399"
"17.01.2019 04:30 - 17.01.2019 05:00","N/A","424"
"17.01.2019 05:00 - 17.01.2019 05:30","N/A","462"
"17.01.2019 05:30 - 17.01.2019 06:00","N/A","509"
"17.01.2019 06:00 - 17.01.2019 06:30","N/A","557"
"17.01.2019 06:30 - 17.01.2019 07:00","N/A","567"
"17.01.2019 07:00 - 17.01.2019 07:30","N/A","585"
"17.01.2019 07:30 - 17.01.2019 08:00","N/A","587"
"17.01.2019 08:00 - 17.01.2019 08:30","N/A","574"
"17.01.2019 08:30 - 17.01.2019 09:00","N/A","564"
"17.01.2019 09:00 - 17.01.2019 09:30","N/A","545"
"17.01.2019 09:30 - 17.01.2019 10:00","N/A","532"
"17.01.2019 10:00 - 17.01.2019 10:30","N/A","531"
"17.01.2019 10:30 - 17.01.2019 11:00","N/A","532"
"17.01.2019 11:00 - 17.01.2019 11:30","N/A","526"
"17.01.2019 11:30 - 17.01.2019 12:00","N/A","525"
"17.01.2019 12:00 - 17.01.2019 12:30","N/A","N/A"
"17.01.2019 12:30 - 17.01.2019 13:00","N/A","525"
"17.01.2019 13:00 - 17.01.2019 13:30","N/A","533"
"17.01.2019 13:30 - 17.01.2019 14:00","N/A","538"
"17.01.2019 14:00 - 17.01.2019 14:30","N/A","547"
"17.01.2019 14:30 - 17.01.2019 15:00","N/A","563"
"17.01.2019 15:00 - 17.01.2019 15:30","N/A","572"
"17.01.2019 15:30 - 17.01.2019 16:00","N/A","591"
"17.01.2019 16:00 - 17.01.2019 16:30","N/A","634"
"17.01.2019 16:30 - 17.01.2019 17:00","N/A","707"
"17.01.2019 17:00 - 17.01.2019 17:30","N/A","741"
"17.01.2019 17:30 - 17.01.2019 18:00","N/A","757"
"17.01.2019 18:00 - 17.01.2019 18:30","N/A","763"
"17.01.2019 18:30 - 17.01.2019 19:00","N/A","761"
"17.01.2019 19:00 - 17.01.2019 19:30","N/A","754"
"17.01.2019 19:30 - 17.01.2019 20:00","N/A","740"
"17.01.2019 20:00 - 17.01.2019 20:30","N/A","726"
"17.01.2019 20:30 - 17.01.2019 21:00","N/A","711"
"17.01.2019 21:00 - 17.01.2019 21:30","N/A","690"
"17.01.2019 21:30 - 17.01.2019 22:00","N/A","653"
"17.01.2019 22:00 - 17.01.2019 22:30","N/A","615"
"17.01.2019 22:30 - 17.01.2019 23:00","N/A","582"
"17.01.2019 23:00 - 17.01.2019 23:30","N/A","539"
"17.01.2019 23:30 - 18.01.2019 00:00","N/A","495"
"18.01.2019 00:00 - 18.01.2019 00:30","N/A","461"
"18.01.2019 00:30 - 18.01.2019 01:00","N/A","439"
"18.01.2019 01:00 - 18.01.2019 01:30","N/A","422"
"18.01.2019 01:30 - 18.01.2019 02:00","N/A","409"
"18.01.2019 02:00 - 18.01.2019 02:30","N/A","402"
"18.01.2019 02:30 - 18.01.2019 03:00","N/A","396"
"18.01.2019 03:00 - 18.01.2019 03:30","N/A","395"
"18.01.2019 03:30 - 18.01.2019 04:00","N/A","398"
"18.01.2019 04:00 - 18.01.2019 04:30","N/A","406"
"18.01.2019 04:30 - 18.01.2019 05:00","N/A","428"
"18.01.2019 05:00 - 18.01.2019 05:30","N/A","462"
"18.01.2019 05:30 - 18.01.2019 06:00","N/A","513"
"18.01.2019 06:00 - 18.01.2019 06:30","N/A","559"
"18.01.2019 06:30 - 18.01.2019 07:00","N/A","572"
"18.01.2019 07:00 - 18.01.2019 07:30","N/A","586"
"18.01.2019 07:30 - 18.01.2019 08:00","N/A","590"
"18.01.2019 08:00 - 18.01.2019 08:30","N/A","577"
"18.01.2019 08:30 - 18.01.2019 09:00","N/A","567"
"18.01.2019 09:00 - 18.01.2019 09:30","N/A","555"
"18.01.2019 09:30 - 18.01.2019 10:00","N/A","541"
"18.01.2019 10:00 - 18.01.2019 10:30","N/A","553"
"18.01.2019 10:30 - 18.01.2019 11:00","N/A","546"
"18.01.2019 11:00 - 18.01.2019 11:30","N/A","537"
"18.01.2019 11:30 - 18.01.2019 12:00","N/A","529"
"18.01.2019 12:00 - 18.01.2019 12:30","N/A","528"
"18.01.2019 12:30 - 18.01.2019 13:00","N/A","535"
"18.01.2019 13:00 - 18.01.2019 13:30","N/A","545"
"18.01.2019 13:30 - 18.01.2019 14:00","N/A","558"
"18.01.2019 14:00 - 18.01.2019 14:30","N/A","578"
"18.01.2019 14:30 - 18.01.2019 15:00","N/A","599"
"18.01.2019 15:00 - 18.01.2019 15:30","N/A","609"
"18.01.2019 15:30 - 18.01.2019 16:00","N/A","625"
"18.01.2019 16:00 - 18.01.2019 16:30","N/A","655"
"18.01.2019 16:30 - 18.01.2019 17:00","N/A","712"
"18.01.2019 17:00 - 18.01.2019 17:30","N/A","739"
"18.01.2019 17:30 - 18.01.2019 18:00","N/A","746"
"18.01.2019 18:00 - 18.01.2019 18:30","N/A","743"
"18.01.2019 18:30 - 18.01.2019 19:00","N/A","739"
"18.01.2019 19:00 - 18.01.2019 19:30","N/A","725"
"18.01.2019 19:30 - 18.01.2019 20:00","N/A","703"
"18.01.2019 20:00 - 18.01.2019 20:30","N/A","690"
"18.01.2019 20:30 - 18.01.2019 21:00","N/A","670"
"18.01.2019 21:00 - 18.01.2019 21:30","N/A","656"
"18.01.2019 21:30 - 18.01.2019 22:00","N/A","629"
"18.01.2019 22:00 - 18.01.2019 22:30","N/A","601"
"18.01.2019 22:30 - 18.01.2019 23:00","N/A","580"
"18.01.2019 23:00 - 18.01.2019 23:30","N/A","543"
"18.01.2019 23:30 - 19.01.2019 00:00","N/A","503"
"19.01.2019 00:00 - 19.01.2019 00:30","N/A","467"
"19.01.2019 00:30 - 19.01.2019 01:00","N/A","441"
"19.01.2019 01:00 - 19.01.2019 01:30","N/A","421"
"19.01.2019 01:30 - 19.01.2019 02:00","N/A","406"
