"Time (CET)","Estonia (EE) > Finland (FI) [MW]","Finland (FI) > Estonia (EE) [MW]"
"20.01.2018 07:00 - 20.01.2018 08:00","0","393"
"20.01.2018 08:00 - 20.01.2018 09:00","0","377"
"20.01.2018 09:00 - 20.01.2018 10:00","0","451"
"20.01.2018 10:00 - 20.01.2018 11:00","0","482"
"20.01.2018 11:00 - 20.01.2018 12:00","0","288"
"20.01.2018 12:00 - 20.01.2018 13:00","0","339"
"20.01.2018 13:00 - 20.01.2018 14:00","0","333"
"20.01.2018 14:00 - 20.01.2018 15:00","0","298"
"20.01.2018 15:00 - 20.01.2018 16:00","0","345"
"20.01.2018 16:00 - 20.01.2018 17:00","0","341"
"20.01.2018 17:00 - 20.01.2018 18:00","0","319"
"20.01.2018 18:00 - 20.01.2018 19:00","0","285"
"20.01.2018 19:00 - 20.01.2018 20:00","0","267"
"20.01.2018 20:00 - 20.01.2018 21:00","0","228"
"20.01.2018 21:00 - 20.01.2018 22:00","0","171"
"20.01.2018 22:00 - 20.01.2018 23:00","0","129"
"20.01.2018 23:00 - 21.01.2018 00:00","0","64"
"21.01.2018 00:00 - 21.01.2018 01:00","0","17"
"21.01.2018 01:00 - 21.01.2018 02:00","0","365"
"21.01.2018 02:00 - 21.01.2018 03:00","0","471"
"21.01.2018 03:00 - 21.01.2018 04:00","0","483"
"21.01.2018 04:00 - 21.01.2018 05:00","0","523"
"21.01.2018 05:00 - 21.01.2018 06:00","0","518"
"21.01.2018 06:00 - 21.01.2018 07:00","0","476"
"21.01.2018 07:00 - 21.01.2018 08:00","0","339"
"21.01.2018 08:00 - 21.01.2018 09:00","0","313"
"21.01.2018 09:00 - 21.01.2018 10:00","0","583"
"21.01.2018 10:00 - 21.01.2018 11:00","0","395"
"21.01.2018 11:00 - 21.01.2018 12:00","0","371"
"21.01.2018 12:00 - 21.01.2018 13:00","0","451"
"21.01.2018 13:00 - 21.01.2018 14:00","0","606"
"21.01.2018 14:00 - 21.01.2018 15:00","0","645"
"21.01.2018 15:00 - 21.01.2018 16:00","0","624"
"21.01.2018 16:00 - 21.01.2018 17:00","0","592"
"21.01.2018 17:00 - 21.01.2018 18:00","0","647"
"21.01.2018 18:00 - 21.01.2018 19:00","0","436"
"21.01.2018 19:00 - 21.01.2018 20:00","0","580"
"21.01.2018 20:00 - 21.01.2018 21:00","0","532"
"21.01.2018 21:00 - 21.01.2018 22:00","0","468"
"21.01.2018 22:00 - 21.01.2018 23:00","0","394"
"21.01.2018 23:00 - 22.01.2018 00:00","0","376"
"22.01.2018 00:00 - 22.01.2018 01:00","0","243"
"22.01.2018 01:00 - 22.01.2018 02:00","0","63"
"22.01.2018 02:00 - 22.01.2018 03:00","0","80"
"22.01.2018 03:00 - 22.01.2018 04:00","139","0"
"22.01.2018 04:00 - 22.01.2018 05:00","144","0"
"22.01.2018 05:00 - 22.01.2018 06:00","230","0"
"22.01.2018 06:00 - 22.01.2018 07:00","468","0"
"22.01.2018 07:00 - 22.01.2018 08:00","497","0"
"22.01.2018 08:00 - 22.01.2018 09:00","463","0"
"22.01.2018 09:00 - 22.01.2018 10:00","324","0"
"22.01.2018 10:00 - 22.01.2018 11:00","347","0"
"22.01.2018 11:00 - 22.01.2018 12:00","469","0"
"22.01.2018 12:00 - 22.01.2018 13:00","437","0"
"22.01.2018 13:00 - 22.01.2018 14:00","396","0"
"22.01.2018 14:00 - 22.01.2018 15:00","490","0"
"22.01.2018 15:00 - 22.01.2018 16:00","501","0"
"22.01.2018 16:00 - 22.01.2018 17:00","449","0"
"22.01.2018 17:00 - 22.01.2018 18:00","421","0"
"22.01.2018 18:00 - 22.01.2018 19:00","510","0"
"22.01.2018 19:00 - 22.01.2018 20:00","140","0"
"22.01.2018 20:00 - 22.01.2018 21:00","3","0"
"22.01.2018 21:00 - 22.01.2018 22:00","0","188"
"22.01.2018 22:00 - 22.01.2018 23:00","128","0"
"22.01.2018 23:00 - 23.01.2018 00:00","23","0"
"23.01.2018 00:00 - 23.01.2018 01:00","83","0"
"23.01.2018 01:00 - 23.01.2018 02:00","225","0"
"23.01.2018 02:00 - 23.01.2018 03:00","105","0"
"23.01.2018 03:00 - 23.01.2018 04:00","0","58"
"23.01.2018 04:00 - 23.01.2018 05:00","0","118"
"23.01.2018 05:00 - 23.01.2018 06:00","494","0"
"23.01.2018 06:00 - 23.01.2018 07:00","530","0"
"23.01.2018 07:00 - 23.01.2018 08:00","435","0"
"23.01.2018 08:00 - 23.01.2018 09:00","386","0"
"23.01.2018 09:00 - 23.01.2018 10:00","385","0"
"23.01.2018 10:00 - 23.01.2018 11:00","442","0"
"23.01.2018 11:00 - 23.01.2018 12:00","434","0"
"23.01.2018 12:00 - 23.01.2018 13:00","253","0"
"23.01.2018 13:00 - 23.01.2018 14:00","238","0"
"23.01.2018 14:00 - 23.01.2018 15:00","300","0"
"23.01.2018 15:00 - 23.01.2018 16:00","423","0"
"23.01.2018 16:00 - 23.01.2018 17:00","490","0"
"23.01.2018 17:00 - 23.01.2018 18:00","463","0"
"23.01.2018 18:00 - 23.01.2018 19:00","513","0"
"23.01.2018 19:00 - 23.01.2018 20:00","113","0"
"23.01.2018 20:00 - 23.01.2018 21:00","0","212"
"23.01.2018 21:00 - 23.01.2018 22:00","0","508"
"23.01.2018 22:00 - 23.01.2018 23:00","0","306"
"23.01.2018 23:00 - 24.01.2018 00:00","0","400"
"24.01.2018 00:00 - 24.01.2018 01:00","0","18"
"24.01.2018 01:00 - 24.01.2018 02:00","0","104"
"24.01.2018 02:00 - 24.01.2018 03:00","0","102"
"24.01.2018 03:00 - 24.01.2018 04:00","0","99"
"24.01.2018 04:00 - 24.01.2018 05:00","0","20"
"24.01.2018 05:00 - 24.01.2018 06:00","399","0"
"24.01.2018 06:00 - 24.01.2018 07:00","145","0"
"24.01.2018 07:00 - 24.01.2018 08:00","0","150"
"24.01.2018 08:00 - 24.01.2018 09:00","0","432"
"24.01.2018 09:00 - 24.01.2018 10:00","0","506"
"24.01.2018 10:00 - 24.01.2018 11:00","0","508"
"24.01.2018 11:00 - 24.01.2018 12:00","0","688"
"24.01.2018 12:00 - 24.01.2018 13:00","0","668"
"24.01.2018 13:00 - 24.01.2018 14:00","0","624"
"24.01.2018 14:00 - 24.01.2018 15:00","0","646"
"24.01.2018 15:00 - 24.01.2018 16:00","0","552"
"24.01.2018 16:00 - 24.01.2018 17:00","0","366"
"24.01.2018 17:00 - 24.01.2018 18:00","0","400"
"24.01.2018 18:00 - 24.01.2018 19:00","0","336"
"24.01.2018 19:00 - 24.01.2018 20:00","0","572"
"24.01.2018 20:00 - 24.01.2018 21:00","0","692"
"24.01.2018 21:00 - 24.01.2018 22:00","0","157"
"24.01.2018 22:00 - 24.01.2018 23:00","29","0"
"24.01.2018 23:00 - 25.01.2018 00:00","0","26"
"25.01.2018 00:00 - 25.01.2018 01:00","0","102"
"25.01.2018 01:00 - 25.01.2018 02:00","0","19"
"25.01.2018 02:00 - 25.01.2018 03:00","24","0"
"25.01.2018 03:00 - 25.01.2018 04:00","7","0"
"25.01.2018 04:00 - 25.01.2018 05:00","0","6"
"25.01.2018 05:00 - 25.01.2018 06:00","0","131"
"25.01.2018 06:00 - 25.01.2018 07:00","0","48"
"25.01.2018 07:00 - 25.01.2018 08:00","0","270"
"25.01.2018 08:00 - 25.01.2018 09:00","0","519"
"25.01.2018 09:00 - 25.01.2018 10:00","0","628"
"25.01.2018 10:00 - 25.01.2018 11:00","0","729"
"25.01.2018 11:00 - 25.01.2018 12:00","0","714"
"25.01.2018 12:00 - 25.01.2018 13:00","0","829"
"25.01.2018 13:00 - 25.01.2018 14:00","0","796"
"25.01.2018 14:00 - 25.01.2018 15:00","0","820"
"25.01.2018 15:00 - 25.01.2018 16:00","0","830"
"25.01.2018 16:00 - 25.01.2018 17:00","0","824"
"25.01.2018 17:00 - 25.01.2018 18:00","0","691"
"25.01.2018 18:00 - 25.01.2018 19:00","0","537"
"25.01.2018 19:00 - 25.01.2018 20:00","0","729"
"25.01.2018 20:00 - 25.01.2018 21:00","0","818"
"25.01.2018 21:00 - 25.01.2018 22:00","0","341"
"25.01.2018 22:00 - 25.01.2018 23:00","0","32"
"25.01.2018 23:00 - 26.01.2018 00:00","0","79"
"26.01.2018 00:00 - 26.01.2018 01:00","0","453"
"26.01.2018 01:00 - 26.01.2018 02:00","0","438"
"26.01.2018 02:00 - 26.01.2018 03:00","0","300"
"26.01.2018 03:00 - 26.01.2018 04:00","0","159"
"26.01.2018 04:00 - 26.01.2018 05:00","0","123"
"26.01.2018 05:00 - 26.01.2018 06:00","0","234"
"26.01.2018 06:00 - 26.01.2018 07:00","0","187"
"26.01.2018 07:00 - 26.01.2018 08:00","0","249"
"26.01.2018 08:00 - 26.01.2018 09:00","0","404"
"26.01.2018 09:00 - 26.01.2018 10:00","0","516"
"26.01.2018 10:00 - 26.01.2018 11:00","0","650"
"26.01.2018 11:00 - 26.01.2018 12:00","0","670"
"26.01.2018 12:00 - 26.01.2018 13:00","0","635"
"26.01.2018 13:00 - 26.01.2018 14:00","0","650"
"26.01.2018 14:00 - 26.01.2018 15:00","0","592"
"26.01.2018 15:00 - 26.01.2018 16:00","0","347"
"26.01.2018 16:00 - 26.01.2018 17:00","0","287"
"26.01.2018 17:00 - 26.01.2018 18:00","0","307"
"26.01.2018 18:00 - 26.01.2018 19:00","0","289"
"26.01.2018 19:00 - 26.01.2018 20:00","0","865"
"26.01.2018 20:00 - 26.01.2018 21:00","0","928"
"26.01.2018 21:00 - 26.01.2018 22:00","0","649"
"26.01.2018 22:00 - 26.01.2018 23:00","0","285"
"26.01.2018 23:00 - 27.01.2018 00:00","0","194"
"27.01.2018 00:00 - 27.01.2018 01:00","0","494"
"27.01.2018 01:00 - 27.01.2018 02:00","0","327"
"27.01.2018 02:00 - 27.01.2018 03:00","0","341"
"27.01.2018 03:00 - 27.01.2018 04:00","0","332"
"27.01.2018 04:00 - 27.01.2018 05:00","0","338"
"27.01.2018 05:00 - 27.01.2018 06:00","0","460"
"27.01.2018 06:00 - 27.01.2018 07:00","0","965"
"27.01.2018 07:00 - 27.01.2018 08:00","0","918"
"27.01.2018 08:00 - 27.01.2018 09:00","0","1014"
"27.01.2018 09:00 - 27.01.2018 10:00","0","1017"
"27.01.2018 10:00 - 27.01.2018 11:00","0","1010"
"27.01.2018 11:00 - 27.01.2018 12:00","0","1017"
"27.01.2018 12:00 - 27.01.2018 13:00","0","921"
"27.01.2018 13:00 - 27.01.2018 14:00","0","898"
"27.01.2018 14:00 - 27.01.2018 15:00","0","890"
"27.01.2018 15:00 - 27.01.2018 16:00","0","883"
"27.01.2018 16:00 - 27.01.2018 17:00","0","979"
"27.01.2018 17:00 - 27.01.2018 18:00","0","971"
"27.01.2018 18:00 - 27.01.2018 19:00","0","968"
"27.01.2018 19:00 - 27.01.2018 20:00","0","967"
"27.01.2018 20:00 - 27.01.2018 21:00","0","988"
"27.01.2018 21:00 - 27.01.2018 22:00","0","755"
"27.01.2018 22:00 - 27.01.2018 23:00","0","249"
"27.01.2018 23:00 - 28.01.2018 00:00","0","167"
"28.01.2018 00:00 - 28.01.2018 01:00","0","434"
"28.01.2018 01:00 - 28.01.2018 02:00","0","375"
"28.01.2018 02:00 - 28.01.2018 03:00","0","281"
"28.01.2018 03:00 - 28.01.2018 04:00","0","270"
"28.01.2018 04:00 - 28.01.2018 05:00","0","295"
"28.01.2018 05:00 - 28.01.2018 06:00","0","116"
"28.01.2018 06:00 - 28.01.2018 07:00","0","278"
"28.01.2018 07:00 - 28.01.2018 08:00","0","389"
"28.01.2018 08:00 - 28.01.2018 09:00","0","484"
"28.01.2018 09:00 - 28.01.2018 10:00","0","567"
"28.01.2018 10:00 - 28.01.2018 11:00","0","695"
"28.01.2018 11:00 - 28.01.2018 12:00","0","741"
"28.01.2018 12:00 - 28.01.2018 13:00","0","727"
"28.01.2018 13:00 - 28.01.2018 14:00","0","786"
"28.01.2018 14:00 - 28.01.2018 15:00","0","745"
"28.01.2018 15:00 - 28.01.2018 16:00","0","735"
"28.01.2018 16:00 - 28.01.2018 17:00","0","991"
"28.01.2018 17:00 - 28.01.2018 18:00","0","966"
"28.01.2018 18:00 - 28.01.2018 19:00","0","976"
"28.01.2018 19:00 - 28.01.2018 20:00","0","960"
"28.01.2018 20:00 - 28.01.2018 21:00","0","606"
"28.01.2018 21:00 - 28.01.2018 22:00","0","282"
"28.01.2018 22:00 - 28.01.2018 23:00","0","321"
"28.01.2018 23:00 - 29.01.2018 00:00","0","297"
"29.01.2018 00:00 - 29.01.2018 01:00","0","126"
"29.01.2018 01:00 - 29.01.2018 02:00","0","53"
"29.01.2018 02:00 - 29.01.2018 03:00","0","24"
"29.01.2018 03:00 - 29.01.2018 04:00","0","6"
"29.01.2018 04:00 - 29.01.2018 05:00","0","61"
"29.01.2018 05:00 - 29.01.2018 06:00","369","0"
"29.01.2018 06:00 - 29.01.2018 07:00","290","0"
"29.01.2018 07:00 - 29.01.2018 08:00","344","0"
"29.01.2018 08:00 - 29.01.2018 09:00","160","0"
"29.01.2018 09:00 - 29.01.2018 10:00","7","0"
"29.01.2018 10:00 - 29.01.2018 11:00","0","31"
"29.01.2018 11:00 - 29.01.2018 12:00","0","157"
"29.01.2018 12:00 - 29.01.2018 13:00","0","193"
"29.01.2018 13:00 - 29.01.2018 14:00","0","164"
"29.01.2018 14:00 - 29.01.2018 15:00","0","91"
"29.01.2018 15:00 - 29.01.2018 16:00","19","0"
"29.01.2018 16:00 - 29.01.2018 17:00","110","0"
"29.01.2018 17:00 - 29.01.2018 18:00","27","0"
"29.01.2018 18:00 - 29.01.2018 19:00","231","0"
"29.01.2018 19:00 - 29.01.2018 20:00","0","227"
"29.01.2018 20:00 - 29.01.2018 21:00","0","51"
"29.01.2018 21:00 - 29.01.2018 22:00","35","0"
"29.01.2018 22:00 - 29.01.2018 23:00","15","0"
"29.01.2018 23:00 - 30.01.2018 00:00","0","17"
"30.01.2018 00:00 - 30.01.2018 01:00","17","0"
"30.01.2018 01:00 - 30.01.2018 02:00","21","0"
"30.01.2018 02:00 - 30.01.2018 03:00","54","0"
"30.01.2018 03:00 - 30.01.2018 04:00","20","0"
"30.01.2018 04:00 - 30.01.2018 05:00","10","0"
"30.01.2018 05:00 - 30.01.2018 06:00","333","0"
"30.01.2018 06:00 - 30.01.2018 07:00","476","0"
"30.01.2018 07:00 - 30.01.2018 08:00","403","0"
"30.01.2018 08:00 - 30.01.2018 09:00","63","0"
"30.01.2018 09:00 - 30.01.2018 10:00","76","0"
"30.01.2018 10:00 - 30.01.2018 11:00","36","0"
"30.01.2018 11:00 - 30.01.2018 12:00","98","0"
"30.01.2018 12:00 - 30.01.2018 13:00","110","0"
"30.01.2018 13:00 - 30.01.2018 14:00","155","0"
"30.01.2018 14:00 - 30.01.2018 15:00","285","0"
"30.01.2018 15:00 - 30.01.2018 16:00","223","0"
"30.01.2018 16:00 - 30.01.2018 17:00","264","0"
"30.01.2018 17:00 - 30.01.2018 18:00","302","0"
"30.01.2018 18:00 - 30.01.2018 19:00","334","0"
"30.01.2018 19:00 - 30.01.2018 20:00","31","0"
"30.01.2018 20:00 - 30.01.2018 21:00","0","287"
"30.01.2018 21:00 - 30.01.2018 22:00","0","191"
"30.01.2018 22:00 - 30.01.2018 23:00","0","91"
"30.01.2018 23:00 - 31.01.2018 00:00","0","0"
"31.01.2018 00:00 - 31.01.2018 01:00","0","5"
"31.01.2018 01:00 - 31.01.2018 02:00","114","0"
"31.01.2018 02:00 - 31.01.2018 03:00","92","0"
"31.01.2018 03:00 - 31.01.2018 04:00","0","286"
"31.01.2018 04:00 - 31.01.2018 05:00","67","0"
"31.01.2018 05:00 - 31.01.2018 06:00","511","0"
"31.01.2018 06:00 - 31.01.2018 07:00","647","0"
"31.01.2018 07:00 - 31.01.2018 08:00","558","0"
"31.01.2018 08:00 - 31.01.2018 09:00","317","0"
"31.01.2018 09:00 - 31.01.2018 10:00","266","0"
"31.01.2018 10:00 - 31.01.2018 11:00","258","0"
"31.01.2018 11:00 - 31.01.2018 12:00","204","0"
"31.01.2018 12:00 - 31.01.2018 13:00","39","0"
"31.01.2018 13:00 - 31.01.2018 14:00","45","0"
"31.01.2018 14:00 - 31.01.2018 15:00","155","0"
"31.01.2018 15:00 - 31.01.2018 16:00","230","0"
"31.01.2018 16:00 - 31.01.2018 17:00","258","0"
"31.01.2018 17:00 - 31.01.2018 18:00","187","0"
"31.01.2018 18:00 - 31.01.2018 19:00","183","0"
"31.01.2018 19:00 - 31.01.2018 20:00","0","150"
"31.01.2018 20:00 - 31.01.2018 21:00","0","277"
"31.01.2018 21:00 - 31.01.2018 22:00","0","15"
"31.01.2018 22:00 - 31.01.2018 23:00","23","0"
"31.01.2018 23:00 - 01.02.2018 00:00","166","0"
"01.02.2018 00:00 - 01.02.2018 01:00","12","0"
"01.02.2018 01:00 - 01.02.2018 02:00","0","7"
"01.02.2018 02:00 - 01.02.2018 03:00","2","0"
"01.02.2018 03:00 - 01.02.2018 04:00","18","0"
"01.02.2018 04:00 - 01.02.2018 05:00","120","0"
"01.02.2018 05:00 - 01.02.2018 06:00","258","0"
"01.02.2018 06:00 - 01.02.2018 07:00","248","0"
"01.02.2018 07:00 - 01.02.2018 08:00","0","164"
"01.02.2018 08:00 - 01.02.2018 09:00","0","420"
"01.02.2018 09:00 - 01.02.2018 10:00","0","522"
"01.02.2018 10:00 - 01.02.2018 11:00","0","557"
"01.02.2018 11:00 - 01.02.2018 12:00","0","421"
"01.02.2018 12:00 - 01.02.2018 13:00","0","523"
"01.02.2018 13:00 - 01.02.2018 14:00","0","496"
"01.02.2018 14:00 - 01.02.2018 15:00","0","592"
"01.02.2018 15:00 - 01.02.2018 16:00","0","549"
"01.02.2018 16:00 - 01.02.2018 17:00","0","439"
"01.02.2018 17:00 - 01.02.2018 18:00","0","400"
"01.02.2018 18:00 - 01.02.2018 19:00","0","310"
"01.02.2018 19:00 - 01.02.2018 20:00","0","447"
"01.02.2018 20:00 - 01.02.2018 21:00","0","279"
"01.02.2018 21:00 - 01.02.2018 22:00","0","423"
"01.02.2018 22:00 - 01.02.2018 23:00","0","46"
"01.02.2018 23:00 - 02.02.2018 00:00","54","0"
"02.02.2018 00:00 - 02.02.2018 01:00","143","0"
"02.02.2018 01:00 - 02.02.2018 02:00","12","0"
"02.02.2018 02:00 - 02.02.2018 03:00","23","0"
"02.02.2018 03:00 - 02.02.2018 04:00","4","0"
"02.02.2018 04:00 - 02.02.2018 05:00","0","4"
"02.02.2018 05:00 - 02.02.2018 06:00","0","18"
"02.02.2018 06:00 - 02.02.2018 07:00","0","212"
"02.02.2018 07:00 - 02.02.2018 08:00","0","519"
"02.02.2018 08:00 - 02.02.2018 09:00","0","883"
"02.02.2018 09:00 - 02.02.2018 10:00","0","846"
"02.02.2018 10:00 - 02.02.2018 11:00","0","802"
"02.02.2018 11:00 - 02.02.2018 12:00","0","794"
"02.02.2018 12:00 - 02.02.2018 13:00","0","811"
"02.02.2018 13:00 - 02.02.2018 14:00","0","797"
"02.02.2018 14:00 - 02.02.2018 15:00","0","627"
"02.02.2018 15:00 - 02.02.2018 16:00","0","587"
"02.02.2018 16:00 - 02.02.2018 17:00","0","746"
"02.02.2018 17:00 - 02.02.2018 18:00","0","416"
"02.02.2018 18:00 - 02.02.2018 19:00","0","364"
"02.02.2018 19:00 - 02.02.2018 20:00","0","732"
"02.02.2018 20:00 - 02.02.2018 21:00","0","775"
"02.02.2018 21:00 - 02.02.2018 22:00","0","665"
"02.02.2018 22:00 - 02.02.2018 23:00","0","125"
"02.02.2018 23:00 - 03.02.2018 00:00","0","15"
"03.02.2018 00:00 - 03.02.2018 01:00","0","54"
"03.02.2018 01:00 - 03.02.2018 02:00","0","103"
"03.02.2018 02:00 - 03.02.2018 03:00","0","97"
"03.02.2018 03:00 - 03.02.2018 04:00","0","91"
"03.02.2018 04:00 - 03.02.2018 05:00","0","35"
"03.02.2018 05:00 - 03.02.2018 06:00","0","0"
"03.02.2018 06:00 - 03.02.2018 07:00","0","113"
"03.02.2018 07:00 - 03.02.2018 08:00","0","640"
"03.02.2018 08:00 - 03.02.2018 09:00","0","880"
"03.02.2018 09:00 - 03.02.2018 10:00","0","923"
"03.02.2018 10:00 - 03.02.2018 11:00","0","934"
"03.02.2018 11:00 - 03.02.2018 12:00","0","844"
"03.02.2018 12:00 - 03.02.2018 13:00","0","825"
"03.02.2018 13:00 - 03.02.2018 14:00","0","822"
"03.02.2018 14:00 - 03.02.2018 15:00","0","893"
"03.02.2018 15:00 - 03.02.2018 16:00","0","928"
"03.02.2018 16:00 - 03.02.2018 17:00","0","983"
"03.02.2018 17:00 - 03.02.2018 18:00","0","954"
"03.02.2018 18:00 - 03.02.2018 19:00","0","933"
"03.02.2018 19:00 - 03.02.2018 20:00","0","899"
"03.02.2018 20:00 - 03.02.2018 21:00","0","847"
"03.02.2018 21:00 - 03.02.2018 22:00","0","483"
"03.02.2018 22:00 - 03.02.2018 23:00","0","121"
"03.02.2018 23:00 - 04.02.2018 00:00","0","70"
"04.02.2018 00:00 - 04.02.2018 01:00","0","344"
"04.02.2018 01:00 - 04.02.2018 02:00","0","212"
"04.02.2018 02:00 - 04.02.2018 03:00","0","167"
"04.02.2018 03:00 - 04.02.2018 04:00","0","174"
"04.02.2018 04:00 - 04.02.2018 05:00","0","108"
"04.02.2018 05:00 - 04.02.2018 06:00","0","26"
"04.02.2018 06:00 - 04.02.2018 07:00","24","0"
"04.02.2018 07:00 - 04.02.2018 08:00","0","13"
"04.02.2018 08:00 - 04.02.2018 09:00","0","268"
"04.02.2018 09:00 - 04.02.2018 10:00","0","787"
"04.02.2018 10:00 - 04.02.2018 11:00","0","823"
"04.02.2018 11:00 - 04.02.2018 12:00","0","614"
"04.02.2018 12:00 - 04.02.2018 13:00","0","633"
"04.02.2018 13:00 - 04.02.2018 14:00","0","580"
"04.02.2018 14:00 - 04.02.2018 15:00","0","554"
"04.02.2018 15:00 - 04.02.2018 16:00","0","615"
"04.02.2018 16:00 - 04.02.2018 17:00","0","699"
"04.02.2018 17:00 - 04.02.2018 18:00","0","386"
"04.02.2018 18:00 - 04.02.2018 19:00","0","98"
"04.02.2018 19:00 - 04.02.2018 20:00","0","160"
"04.02.2018 20:00 - 04.02.2018 21:00","0","156"
"04.02.2018 21:00 - 04.02.2018 22:00","0","10"
"04.02.2018 22:00 - 04.02.2018 23:00","0","3"
"04.02.2018 23:00 - 05.02.2018 00:00","0","8"
"05.02.2018 00:00 - 05.02.2018 01:00","4","0"
"05.02.2018 01:00 - 05.02.2018 02:00","160","0"
"05.02.2018 02:00 - 05.02.2018 03:00","73","0"
"05.02.2018 03:00 - 05.02.2018 04:00","0","49"
"05.02.2018 04:00 - 05.02.2018 05:00","194","0"
"05.02.2018 05:00 - 05.02.2018 06:00","677","0"
"05.02.2018 06:00 - 05.02.2018 07:00","919","0"
"05.02.2018 07:00 - 05.02.2018 08:00","857","0"
"05.02.2018 08:00 - 05.02.2018 09:00","662","0"
"05.02.2018 09:00 - 05.02.2018 10:00","667","0"
"05.02.2018 10:00 - 05.02.2018 11:00","705","0"
"05.02.2018 11:00 - 05.02.2018 12:00","289","0"
"05.02.2018 12:00 - 05.02.2018 13:00","16","0"
"05.02.2018 13:00 - 05.02.2018 14:00","397","0"
"05.02.2018 14:00 - 05.02.2018 15:00","645","0"
"05.02.2018 15:00 - 05.02.2018 16:00","701","0"
"05.02.2018 16:00 - 05.02.2018 17:00","681","0"
"05.02.2018 17:00 - 05.02.2018 18:00","357","0"
"05.02.2018 18:00 - 05.02.2018 19:00","390","0"
"05.02.2018 19:00 - 05.02.2018 20:00","144","0"
"05.02.2018 20:00 - 05.02.2018 21:00","95","0"
"05.02.2018 21:00 - 05.02.2018 22:00","0","24"
"05.02.2018 22:00 - 05.02.2018 23:00","283","0"
"05.02.2018 23:00 - 06.02.2018 00:00","42","0"
"06.02.2018 00:00 - 06.02.2018 01:00","264","0"
"06.02.2018 01:00 - 06.02.2018 02:00","316","0"
"06.02.2018 02:00 - 06.02.2018 03:00","309","0"
"06.02.2018 03:00 - 06.02.2018 04:00","216","0"
"06.02.2018 04:00 - 06.02.2018 05:00","243","0"
"06.02.2018 05:00 - 06.02.2018 06:00","388","0"
"06.02.2018 06:00 - 06.02.2018 07:00","179","0"
"06.02.2018 07:00 - 06.02.2018 08:00","0","113"
"06.02.2018 08:00 - 06.02.2018 09:00","0","164"
"06.02.2018 09:00 - 06.02.2018 10:00","0","98"
"06.02.2018 10:00 - 06.02.2018 11:00","0","30"
"06.02.2018 11:00 - 06.02.2018 12:00","0","250"
"06.02.2018 12:00 - 06.02.2018 13:00","0","629"
"06.02.2018 13:00 - 06.02.2018 14:00","0","290"
"06.02.2018 14:00 - 06.02.2018 15:00","0","55"
"06.02.2018 15:00 - 06.02.2018 16:00","3","0"
"06.02.2018 16:00 - 06.02.2018 17:00","33","0"
"06.02.2018 17:00 - 06.02.2018 18:00","71","0"
"06.02.2018 18:00 - 06.02.2018 19:00","195","0"
"06.02.2018 19:00 - 06.02.2018 20:00","11","0"
"06.02.2018 20:00 - 06.02.2018 21:00","0","43"
"06.02.2018 21:00 - 06.02.2018 22:00","0","90"
"06.02.2018 22:00 - 06.02.2018 23:00","46","0"
"06.02.2018 23:00 - 07.02.2018 00:00","0","26"
"07.02.2018 00:00 - 07.02.2018 01:00","16","0"
"07.02.2018 01:00 - 07.02.2018 02:00","4","0"
"07.02.2018 02:00 - 07.02.2018 03:00","17","0"
"07.02.2018 03:00 - 07.02.2018 04:00","1","0"
"07.02.2018 04:00 - 07.02.2018 05:00","29","0"
"07.02.2018 05:00 - 07.02.2018 06:00","266","0"
"07.02.2018 06:00 - 07.02.2018 07:00","220","0"
"07.02.2018 07:00 - 07.02.2018 08:00","51","0"
"07.02.2018 08:00 - 07.02.2018 09:00","0","23"
"07.02.2018 09:00 - 07.02.2018 10:00","0","35"
"07.02.2018 10:00 - 07.02.2018 11:00","9","0"
"07.02.2018 11:00 - 07.02.2018 12:00","0","491"
"07.02.2018 12:00 - 07.02.2018 13:00","0","686"
"07.02.2018 13:00 - 07.02.2018 14:00","0","331"
"07.02.2018 14:00 - 07.02.2018 15:00","0","137"
"07.02.2018 15:00 - 07.02.2018 16:00","82","0"
"07.02.2018 16:00 - 07.02.2018 17:00","113","0"
"07.02.2018 17:00 - 07.02.2018 18:00","87","0"
"07.02.2018 18:00 - 07.02.2018 19:00","189","0"
"07.02.2018 19:00 - 07.02.2018 20:00","0","184"
"07.02.2018 20:00 - 07.02.2018 21:00","0","437"
"07.02.2018 21:00 - 07.02.2018 22:00","0","408"
"07.02.2018 22:00 - 07.02.2018 23:00","25","0"
"07.02.2018 23:00 - 08.02.2018 00:00","15","0"
"08.02.2018 00:00 - 08.02.2018 01:00","21","0"
"08.02.2018 01:00 - 08.02.2018 02:00","0","8"
"08.02.2018 02:00 - 08.02.2018 03:00","0","12"
"08.02.2018 03:00 - 08.02.2018 04:00","0","0"
"08.02.2018 04:00 - 08.02.2018 05:00","0","0"
"08.02.2018 05:00 - 08.02.2018 06:00","255","0"
"08.02.2018 06:00 - 08.02.2018 07:00","123","0"
"08.02.2018 07:00 - 08.02.2018 08:00","0","238"
"08.02.2018 08:00 - 08.02.2018 09:00","0","223"
"08.02.2018 09:00 - 08.02.2018 10:00","0","317"
"08.02.2018 10:00 - 08.02.2018 11:00","0","410"
"08.02.2018 11:00 - 08.02.2018 12:00","0","470"
"08.02.2018 12:00 - 08.02.2018 13:00","0","501"
"08.02.2018 13:00 - 08.02.2018 14:00","0","442"
"08.02.2018 14:00 - 08.02.2018 15:00","0","459"
