"Time (CET)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"11.08.2019 17:15 - 11.08.2019 17:30","5748","5749"
"11.08.2019 17:30 - 11.08.2019 17:45","5796","5760"
"11.08.2019 17:45 - 11.08.2019 18:00","5844","5812"
"11.08.2019 18:00 - 11.08.2019 18:15","5872","5906"
"11.08.2019 18:15 - 11.08.2019 18:30","5900","5955"
"11.08.2019 18:30 - 11.08.2019 18:45","5928","6005"
"11.08.2019 18:45 - 11.08.2019 19:00","5952","6032"
"11.08.2019 19:00 - 11.08.2019 19:15","5856","5961"
"11.08.2019 19:15 - 11.08.2019 19:30","5868","6017"
"11.08.2019 19:30 - 11.08.2019 19:45","5884","5991"
"11.08.2019 19:45 - 11.08.2019 20:00","5900","6022"
"11.08.2019 20:00 - 11.08.2019 20:15","5920","5994"
"11.08.2019 20:15 - 11.08.2019 20:30","5920","6044"
"11.08.2019 20:30 - 11.08.2019 20:45","5916","6091"
"11.08.2019 20:45 - 11.08.2019 21:00","5896","6078"
"11.08.2019 21:00 - 11.08.2019 21:15","5876","6012"
"11.08.2019 21:15 - 11.08.2019 21:30","5844","5950"
"11.08.2019 21:30 - 11.08.2019 21:45","5796","5877"
"11.08.2019 21:45 - 11.08.2019 22:00","5752","5828"
"11.08.2019 22:00 - 11.08.2019 22:15","5884","5948"
"11.08.2019 22:15 - 11.08.2019 22:30","5824","5920"
"11.08.2019 22:30 - 11.08.2019 22:45","5680","5798"
"11.08.2019 22:45 - 11.08.2019 23:00","5580","5695"
"11.08.2019 23:00 - 11.08.2019 23:15","5528","5631"
"11.08.2019 23:15 - 11.08.2019 23:30","5404","5497"
"11.08.2019 23:30 - 11.08.2019 23:45","5292","5406"
"11.08.2019 23:45 - 12.08.2019 00:00","5224","5354"
"12.08.2019 00:00 - 12.08.2019 00:15","5496","5322"
"12.08.2019 00:15 - 12.08.2019 00:30","5396","5232"
"12.08.2019 00:30 - 12.08.2019 00:45","5296","5169"
"12.08.2019 00:45 - 12.08.2019 01:00","5200","5064"
"12.08.2019 01:00 - 12.08.2019 01:15","5196","4977"
"12.08.2019 01:15 - 12.08.2019 01:30","5120","4946"
"12.08.2019 01:30 - 12.08.2019 01:45","5060","4882"
"12.08.2019 01:45 - 12.08.2019 02:00","5008","4814"
"12.08.2019 02:00 - 12.08.2019 02:15","5080","4869"
"12.08.2019 02:15 - 12.08.2019 02:30","5012","4793"
"12.08.2019 02:30 - 12.08.2019 02:45","4956","4735"
"12.08.2019 02:45 - 12.08.2019 03:00","4912","4712"
"12.08.2019 03:00 - 12.08.2019 03:15","4900","4711"
"12.08.2019 03:15 - 12.08.2019 03:30","4880","4705"
"12.08.2019 03:30 - 12.08.2019 03:45","4864","4673"
"12.08.2019 03:45 - 12.08.2019 04:00","4872","4654"
"12.08.2019 04:00 - 12.08.2019 04:15","4912","4749"
"12.08.2019 04:15 - 12.08.2019 04:30","4944","4768"
"12.08.2019 04:30 - 12.08.2019 04:45","5008","4826"
"12.08.2019 04:45 - 12.08.2019 05:00","5096","4921"
"12.08.2019 05:00 - 12.08.2019 05:15","5256","5127"
"12.08.2019 05:15 - 12.08.2019 05:30","5388","5273"
"12.08.2019 05:30 - 12.08.2019 05:45","5548","5494"
"12.08.2019 05:45 - 12.08.2019 06:00","5744","5654"
"12.08.2019 06:00 - 12.08.2019 06:15","6052","5999"
"12.08.2019 06:15 - 12.08.2019 06:30","6276","6233"
"12.08.2019 06:30 - 12.08.2019 06:45","6456","6408"
"12.08.2019 06:45 - 12.08.2019 07:00","6636","6584"
"12.08.2019 07:00 - 12.08.2019 07:15","6940","6931"
"12.08.2019 07:15 - 12.08.2019 07:30","7092","7123"
"12.08.2019 07:30 - 12.08.2019 07:45","7216","7256"
"12.08.2019 07:45 - 12.08.2019 08:00","7320","7427"
"12.08.2019 08:00 - 12.08.2019 08:15","7432","7564"
"12.08.2019 08:15 - 12.08.2019 08:30","7496","7656"
"12.08.2019 08:30 - 12.08.2019 08:45","7548","7738"
"12.08.2019 08:45 - 12.08.2019 09:00","7588","7782"
"12.08.2019 09:00 - 12.08.2019 09:15","7588","7847"
"12.08.2019 09:15 - 12.08.2019 09:30","7620","7898"
"12.08.2019 09:30 - 12.08.2019 09:45","7656","7936"
"12.08.2019 09:45 - 12.08.2019 10:00","7680","7977"
"12.08.2019 10:00 - 12.08.2019 10:15","7696","8016"
"12.08.2019 10:15 - 12.08.2019 10:30","7724","8063"
"12.08.2019 10:30 - 12.08.2019 10:45","7756","8068"
"12.08.2019 10:45 - 12.08.2019 11:00","7788","8137"
"12.08.2019 11:00 - 12.08.2019 11:15","7812","8159"
"12.08.2019 11:15 - 12.08.2019 11:30","7848","8226"
"12.08.2019 11:30 - 12.08.2019 11:45","7856","8235"
"12.08.2019 11:45 - 12.08.2019 12:00","7828","8184"
"12.08.2019 12:00 - 12.08.2019 12:15","7740","8143"
"12.08.2019 12:15 - 12.08.2019 12:30","7660","8032"
"12.08.2019 12:30 - 12.08.2019 12:45","7636","8042"
"12.08.2019 12:45 - 12.08.2019 13:00","7628","8076"
"12.08.2019 13:00 - 12.08.2019 13:15","7648","8092"
"12.08.2019 13:15 - 12.08.2019 13:30","7628","8078"
"12.08.2019 13:30 - 12.08.2019 13:45","7612","8058"
"12.08.2019 13:45 - 12.08.2019 14:00","7576","7952"
"12.08.2019 14:00 - 12.08.2019 14:15","7560","7994"
"12.08.2019 14:15 - 12.08.2019 14:30","7548","7986"
"12.08.2019 14:30 - 12.08.2019 14:45","7536","7999"
"12.08.2019 14:45 - 12.08.2019 15:00","7512","7967"
"12.08.2019 15:00 - 12.08.2019 15:15","7504","7964"
"12.08.2019 15:15 - 12.08.2019 15:30","7480","7884"
"12.08.2019 15:30 - 12.08.2019 15:45","7452","7880"
"12.08.2019 15:45 - 12.08.2019 16:00","7444","7888"
"12.08.2019 16:00 - 12.08.2019 16:15","7436","7885"
"12.08.2019 16:15 - 12.08.2019 16:30","7428","7808"
"12.08.2019 16:30 - 12.08.2019 16:45","7408","7776"
"12.08.2019 16:45 - 12.08.2019 17:00","7400","7782"
"12.08.2019 17:00 - 12.08.2019 17:15","7388","7799"
"12.08.2019 17:15 - 12.08.2019 17:30","7388","7784"
"12.08.2019 17:30 - 12.08.2019 17:45","7408","7786"
"12.08.2019 17:45 - 12.08.2019 18:00","7408","7836"
"12.08.2019 18:00 - 12.08.2019 18:15","7380","7820"
"12.08.2019 18:15 - 12.08.2019 18:30","7368","7776"
"12.08.2019 18:30 - 12.08.2019 18:45","7352","7756"
"12.08.2019 18:45 - 12.08.2019 19:00","7324","7754"
"12.08.2019 19:00 - 12.08.2019 19:15","7184","7538"
"12.08.2019 19:15 - 12.08.2019 19:30","7132","7388"
"12.08.2019 19:30 - 12.08.2019 19:45","7088","7326"
"12.08.2019 19:45 - 12.08.2019 20:00","7032","7304"
"12.08.2019 20:00 - 12.08.2019 20:15","6968","7149"
"12.08.2019 20:15 - 12.08.2019 20:30","6908","7121"
"12.08.2019 20:30 - 12.08.2019 20:45","6860","7016"
"12.08.2019 20:45 - 12.08.2019 21:00","6812","6912"
"12.08.2019 21:00 - 12.08.2019 21:15","6744","6750"
"12.08.2019 21:15 - 12.08.2019 21:30","6664","6679"
"12.08.2019 21:30 - 12.08.2019 21:45","6552","6512"
"12.08.2019 21:45 - 12.08.2019 22:00","6432","6417"
"12.08.2019 22:00 - 12.08.2019 22:15","6472","6457"
"12.08.2019 22:15 - 12.08.2019 22:30","6380","6380"
"12.08.2019 22:30 - 12.08.2019 22:45","6212","6199"
"12.08.2019 22:45 - 12.08.2019 23:00","6072","6060"
"12.08.2019 23:00 - 12.08.2019 23:15","6000","5932"
"12.08.2019 23:15 - 12.08.2019 23:30","5848","5800"
"12.08.2019 23:30 - 12.08.2019 23:45","5720","5731"
"12.08.2019 23:45 - 13.08.2019 00:00","5620","5704"
"13.08.2019 00:00 - 13.08.2019 00:15","5496","5766"
"13.08.2019 00:15 - 13.08.2019 00:30","5396","5668"
"13.08.2019 00:30 - 13.08.2019 00:45","5296","5598"
"13.08.2019 00:45 - 13.08.2019 01:00","5200","5479"
"13.08.2019 01:00 - 13.08.2019 01:15","5196","5361"
"13.08.2019 01:15 - 13.08.2019 01:30","5120","5274"
"13.08.2019 01:30 - 13.08.2019 01:45","5060","5187"
"13.08.2019 01:45 - 13.08.2019 02:00","5008","5160"
"13.08.2019 02:00 - 13.08.2019 02:15","5080","5150"
"13.08.2019 02:15 - 13.08.2019 02:30","5012","5108"
"13.08.2019 02:30 - 13.08.2019 02:45","4956","5023"
"13.08.2019 02:45 - 13.08.2019 03:00","4912","5007"
"13.08.2019 03:00 - 13.08.2019 03:15","4900","4996"
"13.08.2019 03:15 - 13.08.2019 03:30","4880","4966"
"13.08.2019 03:30 - 13.08.2019 03:45","4864","4922"
"13.08.2019 03:45 - 13.08.2019 04:00","4872","4932"
"13.08.2019 04:00 - 13.08.2019 04:15","4912","4974"
"13.08.2019 04:15 - 13.08.2019 04:30","4944","5015"
"13.08.2019 04:30 - 13.08.2019 04:45","5008","5042"
"13.08.2019 04:45 - 13.08.2019 05:00","5096","5114"
"13.08.2019 05:00 - 13.08.2019 05:15","5256","5330"
"13.08.2019 05:15 - 13.08.2019 05:30","5388","5447"
"13.08.2019 05:30 - 13.08.2019 05:45","5548","5617"
"13.08.2019 05:45 - 13.08.2019 06:00","5744","5770"
"13.08.2019 06:00 - 13.08.2019 06:15","6052","6097"
"13.08.2019 06:15 - 13.08.2019 06:30","6276","6322"
"13.08.2019 06:30 - 13.08.2019 06:45","6456","6524"
"13.08.2019 06:45 - 13.08.2019 07:00","6636","6608"
"13.08.2019 07:00 - 13.08.2019 07:15","6940","7043"
"13.08.2019 07:15 - 13.08.2019 07:30","7092","7192"
"13.08.2019 07:30 - 13.08.2019 07:45","7216","7314"
"13.08.2019 07:45 - 13.08.2019 08:00","7320","7407"
"13.08.2019 08:00 - 13.08.2019 08:15","7432","7578"
"13.08.2019 08:15 - 13.08.2019 08:30","7496","7706"
"13.08.2019 08:30 - 13.08.2019 08:45","7548","7811"
"13.08.2019 08:45 - 13.08.2019 09:00","7588","7851"
"13.08.2019 09:00 - 13.08.2019 09:15","7588","7818"
"13.08.2019 09:15 - 13.08.2019 09:30","7620","7911"
"13.08.2019 09:30 - 13.08.2019 09:45","7656","7959"
"13.08.2019 09:45 - 13.08.2019 10:00","7680","7947"
"13.08.2019 10:00 - 13.08.2019 10:15","7696","8027"
"13.08.2019 10:15 - 13.08.2019 10:30","7724","8078"
"13.08.2019 10:30 - 13.08.2019 10:45","7756","8116"
"13.08.2019 10:45 - 13.08.2019 11:00","7788","8132"
"13.08.2019 11:00 - 13.08.2019 11:15","7812","8166"
"13.08.2019 11:15 - 13.08.2019 11:30","7848","8230"
"13.08.2019 11:30 - 13.08.2019 11:45","7856","8266"
"13.08.2019 11:45 - 13.08.2019 12:00","7828","8207"
"13.08.2019 12:00 - 13.08.2019 12:15","7740","8101"
"13.08.2019 12:15 - 13.08.2019 12:30","7660","8030"
"13.08.2019 12:30 - 13.08.2019 12:45","7636","7965"
"13.08.2019 12:45 - 13.08.2019 13:00","7628","7957"
"13.08.2019 13:00 - 13.08.2019 13:15","7648","7974"
"13.08.2019 13:15 - 13.08.2019 13:30","7628","7987"
"13.08.2019 13:30 - 13.08.2019 13:45","7612","7951"
"13.08.2019 13:45 - 13.08.2019 14:00","7576","7877"
"13.08.2019 14:00 - 13.08.2019 14:15","7560","7834"
"13.08.2019 14:15 - 13.08.2019 14:30","7548","7771"
"13.08.2019 14:30 - 13.08.2019 14:45","7536","7746"
"13.08.2019 14:45 - 13.08.2019 15:00","7512","7735"
"13.08.2019 15:00 - 13.08.2019 15:15","7504","7745"
"13.08.2019 15:15 - 13.08.2019 15:30","7480","7716"
"13.08.2019 15:30 - 13.08.2019 15:45","7452","7705"
"13.08.2019 15:45 - 13.08.2019 16:00","7444","7646"
"13.08.2019 16:00 - 13.08.2019 16:15","7436","7644"
"13.08.2019 16:15 - 13.08.2019 16:30","7428","7584"
"13.08.2019 16:30 - 13.08.2019 16:45","7408","7556"
"13.08.2019 16:45 - 13.08.2019 17:00","7400","7550"
"13.08.2019 17:00 - 13.08.2019 17:15","7388","7545"
"13.08.2019 17:15 - 13.08.2019 17:30","7388","7578"
"13.08.2019 17:30 - 13.08.2019 17:45","7408","7552"
"13.08.2019 17:45 - 13.08.2019 18:00","7408","7522"
"13.08.2019 18:00 - 13.08.2019 18:15","7380","7524"
"13.08.2019 18:15 - 13.08.2019 18:30","7368","7530"
"13.08.2019 18:30 - 13.08.2019 18:45","7352","7514"
"13.08.2019 18:45 - 13.08.2019 19:00","7324","7549"
"13.08.2019 19:00 - 13.08.2019 19:15","7184","7268"
"13.08.2019 19:15 - 13.08.2019 19:30","7132","7196"
"13.08.2019 19:30 - 13.08.2019 19:45","7088","7094"
"13.08.2019 19:45 - 13.08.2019 20:00","7032","7080"
"13.08.2019 20:00 - 13.08.2019 20:15","6968","7037"
"13.08.2019 20:15 - 13.08.2019 20:30","6908","6993"
"13.08.2019 20:30 - 13.08.2019 20:45","6860","6890"
"13.08.2019 20:45 - 13.08.2019 21:00","6812","6863"
"13.08.2019 21:00 - 13.08.2019 21:15","6744","6758"
"13.08.2019 21:15 - 13.08.2019 21:30","6664","6621"
"13.08.2019 21:30 - 13.08.2019 21:45","6552","6478"
"13.08.2019 21:45 - 13.08.2019 22:00","6432","6304"
"13.08.2019 22:00 - 13.08.2019 22:15","6472","6338"
"13.08.2019 22:15 - 13.08.2019 22:30","6380","6276"
"13.08.2019 22:30 - 13.08.2019 22:45","6212","6137"
"13.08.2019 22:45 - 13.08.2019 23:00","6072","5998"
"13.08.2019 23:00 - 13.08.2019 23:15","6000","5911"
"13.08.2019 23:15 - 13.08.2019 23:30","5848","5804"
"13.08.2019 23:30 - 13.08.2019 23:45","5720","5688"
"13.08.2019 23:45 - 14.08.2019 00:00","5620","5564"
"14.08.2019 00:00 - 14.08.2019 00:15","5520","5615"
"14.08.2019 00:15 - 14.08.2019 00:30","5420","5480"
"14.08.2019 00:30 - 14.08.2019 00:45","5320","5422"
"14.08.2019 00:45 - 14.08.2019 01:00","5224","5331"
"14.08.2019 01:00 - 14.08.2019 01:15","5216","5213"
"14.08.2019 01:15 - 14.08.2019 01:30","5136","5085"
"14.08.2019 01:30 - 14.08.2019 01:45","5076","5048"
"14.08.2019 01:45 - 14.08.2019 02:00","5028","5024"
"14.08.2019 02:00 - 14.08.2019 02:15","5096","5050"
"14.08.2019 02:15 - 14.08.2019 02:30","5028","4986"
"14.08.2019 02:30 - 14.08.2019 02:45","4972","4924"
"14.08.2019 02:45 - 14.08.2019 03:00","4924","4848"
"14.08.2019 03:00 - 14.08.2019 03:15","4912","4818"
"14.08.2019 03:15 - 14.08.2019 03:30","4888","4834"
"14.08.2019 03:30 - 14.08.2019 03:45","4880","4800"
"14.08.2019 03:45 - 14.08.2019 04:00","4884","4811"
"14.08.2019 04:00 - 14.08.2019 04:15","4928","4884"
"14.08.2019 04:15 - 14.08.2019 04:30","4960","4890"
"14.08.2019 04:30 - 14.08.2019 04:45","5016","4941"
"14.08.2019 04:45 - 14.08.2019 05:00","5104","5038"
"14.08.2019 05:00 - 14.08.2019 05:15","5272","5202"
"14.08.2019 05:15 - 14.08.2019 05:30","5404","5338"
"14.08.2019 05:30 - 14.08.2019 05:45","5564","5513"
"14.08.2019 05:45 - 14.08.2019 06:00","5752","5690"
"14.08.2019 06:00 - 14.08.2019 06:15","6060","6050"
"14.08.2019 06:15 - 14.08.2019 06:30","6284","6284"
"14.08.2019 06:30 - 14.08.2019 06:45","6468","6448"
"14.08.2019 06:45 - 14.08.2019 07:00","6644","6596"
"14.08.2019 07:00 - 14.08.2019 07:15","6944","7080"
"14.08.2019 07:15 - 14.08.2019 07:30","7092","7195"
"14.08.2019 07:30 - 14.08.2019 07:45","7216","7302"
"14.08.2019 07:45 - 14.08.2019 08:00","7324","7398"
"14.08.2019 08:00 - 14.08.2019 08:15","7440","7572"
"14.08.2019 08:15 - 14.08.2019 08:30","7496","7631"
"14.08.2019 08:30 - 14.08.2019 08:45","7556","7634"
"14.08.2019 08:45 - 14.08.2019 09:00","7600","7650"
"14.08.2019 09:00 - 14.08.2019 09:15","7596","7596"
"14.08.2019 09:15 - 14.08.2019 09:30","7632","7628"
"14.08.2019 09:30 - 14.08.2019 09:45","7664","7618"
"14.08.2019 09:45 - 14.08.2019 10:00","7692","7622"
"14.08.2019 10:00 - 14.08.2019 10:15","7712","7606"
"14.08.2019 10:15 - 14.08.2019 10:30","7740","7583"
"14.08.2019 10:30 - 14.08.2019 10:45","7776","7574"
"14.08.2019 10:45 - 14.08.2019 11:00","7808","7629"
"14.08.2019 11:00 - 14.08.2019 11:15","7840","7616"
"14.08.2019 11:15 - 14.08.2019 11:30","7876","7628"
"14.08.2019 11:30 - 14.08.2019 11:45","7888","7672"
"14.08.2019 11:45 - 14.08.2019 12:00","7860","7665"
"14.08.2019 12:00 - 14.08.2019 12:15","7780","7579"
"14.08.2019 12:15 - 14.08.2019 12:30","7700","7497"
"14.08.2019 12:30 - 14.08.2019 12:45","7676","7434"
"14.08.2019 12:45 - 14.08.2019 13:00","7664","7384"
"14.08.2019 13:00 - 14.08.2019 13:15","7696","7428"
"14.08.2019 13:15 - 14.08.2019 13:30","7676","7438"
"14.08.2019 13:30 - 14.08.2019 13:45","7656","7408"
"14.08.2019 13:45 - 14.08.2019 14:00","7624","7348"
"14.08.2019 14:00 - 14.08.2019 14:15","7604","7392"
"14.08.2019 14:15 - 14.08.2019 14:30","7596","7370"
"14.08.2019 14:30 - 14.08.2019 14:45","7580","7319"
"14.08.2019 14:45 - 14.08.2019 15:00","7564","7275"
"14.08.2019 15:00 - 14.08.2019 15:15","7552","7308"
"14.08.2019 15:15 - 14.08.2019 15:30","7528","7280"
"14.08.2019 15:30 - 14.08.2019 15:45","7500","7291"
"14.08.2019 15:45 - 14.08.2019 16:00","7496","7251"
"14.08.2019 16:00 - 14.08.2019 16:15","7488","7178"
"14.08.2019 16:15 - 14.08.2019 16:30","7476","7126"
"14.08.2019 16:30 - 14.08.2019 16:45","7460","7080"
"14.08.2019 16:45 - 14.08.2019 17:00","7456","7060"
"14.08.2019 17:00 - 14.08.2019 17:15","7440","7118"
"14.08.2019 17:15 - 14.08.2019 17:30","7444","7183"
"14.08.2019 17:30 - 14.08.2019 17:45","7468","7203"
"14.08.2019 17:45 - 14.08.2019 18:00","7468","7211"
"14.08.2019 18:00 - 14.08.2019 18:15","7428","7217"
"14.08.2019 18:15 - 14.08.2019 18:30","7416","7197"
"14.08.2019 18:30 - 14.08.2019 18:45","7396","7183"
"14.08.2019 18:45 - 14.08.2019 19:00","7368","7161"
"14.08.2019 19:00 - 14.08.2019 19:15","7228","6958"
"14.08.2019 19:15 - 14.08.2019 19:30","7172","6876"
"14.08.2019 19:30 - 14.08.2019 19:45","7128","6848"
"14.08.2019 19:45 - 14.08.2019 20:00","7072","6824"
"14.08.2019 20:00 - 14.08.2019 20:15","7004","6792"
"14.08.2019 20:15 - 14.08.2019 20:30","6948","6755"
"14.08.2019 20:30 - 14.08.2019 20:45","6904","6772"
"14.08.2019 20:45 - 14.08.2019 21:00","6852","6726"
"14.08.2019 21:00 - 14.08.2019 21:15","6780","6617"
"14.08.2019 21:15 - 14.08.2019 21:30","6696","6488"
"14.08.2019 21:30 - 14.08.2019 21:45","6580","6392"
"14.08.2019 21:45 - 14.08.2019 22:00","6460","6253"
"14.08.2019 22:00 - 14.08.2019 22:15","6492","6275"
"14.08.2019 22:15 - 14.08.2019 22:30","6408","6168"
"14.08.2019 22:30 - 14.08.2019 22:45","6236","6002"
"14.08.2019 22:45 - 14.08.2019 23:00","6100","5907"
"14.08.2019 23:00 - 14.08.2019 23:15","6032","5804"
"14.08.2019 23:15 - 14.08.2019 23:30","5880","5648"
"14.08.2019 23:30 - 14.08.2019 23:45","5744","5530"
"14.08.2019 23:45 - 15.08.2019 00:00","5624","5428"
"15.08.2019 00:00 - 15.08.2019 00:15","5048","5476"
"15.08.2019 00:15 - 15.08.2019 00:30","4948","5347"
"15.08.2019 00:30 - 15.08.2019 00:45","4844","5242"
"15.08.2019 00:45 - 15.08.2019 01:00","4760","5129"
"15.08.2019 01:00 - 15.08.2019 01:15","4740","5056"
"15.08.2019 01:15 - 15.08.2019 01:30","4648","4989"
"15.08.2019 01:30 - 15.08.2019 01:45","4576","4916"
"15.08.2019 01:45 - 15.08.2019 02:00","4528","4872"
"15.08.2019 02:00 - 15.08.2019 02:15","4648","4940"
"15.08.2019 02:15 - 15.08.2019 02:30","4576","4886"
"15.08.2019 02:30 - 15.08.2019 02:45","4516","4830"
"15.08.2019 02:45 - 15.08.2019 03:00","4460","4751"
"15.08.2019 03:00 - 15.08.2019 03:15","4432","4770"
"15.08.2019 03:15 - 15.08.2019 03:30","4392","4742"
"15.08.2019 03:30 - 15.08.2019 03:45","4368","4701"
"15.08.2019 03:45 - 15.08.2019 04:00","4352","4697"
"15.08.2019 04:00 - 15.08.2019 04:15","4356","4696"
"15.08.2019 04:15 - 15.08.2019 04:30","4348","4654"
"15.08.2019 04:30 - 15.08.2019 04:45","4348","4664"
"15.08.2019 04:45 - 15.08.2019 05:00","4356","4654"
"15.08.2019 05:00 - 15.08.2019 05:15","4400","4728"
"15.08.2019 05:15 - 15.08.2019 05:30","4408","4770"
"15.08.2019 05:30 - 15.08.2019 05:45","4412","4796"
"15.08.2019 05:45 - 15.08.2019 06:00","4432","4802"
"15.08.2019 06:00 - 15.08.2019 06:15","4476","4796"
"15.08.2019 06:15 - 15.08.2019 06:30","4524","4844"
"15.08.2019 06:30 - 15.08.2019 06:45","4576","4897"
"15.08.2019 06:45 - 15.08.2019 07:00","4640","4968"
"15.08.2019 07:00 - 15.08.2019 07:15","4824","5212"
"15.08.2019 07:15 - 15.08.2019 07:30","4888","5288"
"15.08.2019 07:30 - 15.08.2019 07:45","4960","5353"
"15.08.2019 07:45 - 15.08.2019 08:00","5036","5445"
"15.08.2019 08:00 - 15.08.2019 08:15","5124","5542"
"15.08.2019 08:15 - 15.08.2019 08:30","5196","5585"
"15.08.2019 08:30 - 15.08.2019 08:45","5264","5617"
"15.08.2019 08:45 - 15.08.2019 09:00","5332","5668"
"15.08.2019 09:00 - 15.08.2019 09:15","5432","5756"
"15.08.2019 09:15 - 15.08.2019 09:30","5488","5771"
"15.08.2019 09:30 - 15.08.2019 09:45","5540","5833"
"15.08.2019 09:45 - 15.08.2019 10:00","5596","5814"
"15.08.2019 10:00 - 15.08.2019 10:15","5656","5854"
"15.08.2019 10:15 - 15.08.2019 10:30","5704","5907"
"15.08.2019 10:30 - 15.08.2019 10:45","5744","5902"
"15.08.2019 10:45 - 15.08.2019 11:00","5792","5934"
"15.08.2019 11:00 - 15.08.2019 11:15","5832","5968"
"15.08.2019 11:15 - 15.08.2019 11:30","5876","6023"
"15.08.2019 11:30 - 15.08.2019 11:45","5888","6028"
"15.08.2019 11:45 - 15.08.2019 12:00","5864","5976"
"15.08.2019 12:00 - 15.08.2019 12:15","5824","5946"
"15.08.2019 12:15 - 15.08.2019 12:30","5752","5838"
"15.08.2019 12:30 - 15.08.2019 12:45","5692","5776"
"15.08.2019 12:45 - 15.08.2019 13:00","5644","5773"
"15.08.2019 13:00 - 15.08.2019 13:15","5620","5714"
"15.08.2019 13:15 - 15.08.2019 13:30","5580","5695"
"15.08.2019 13:30 - 15.08.2019 13:45","5548","5629"
"15.08.2019 13:45 - 15.08.2019 14:00","5504","5600"
"15.08.2019 14:00 - 15.08.2019 14:15","5476","5661"
"15.08.2019 14:15 - 15.08.2019 14:30","5436","5635"
"15.08.2019 14:30 - 15.08.2019 14:45","5416","5602"
"15.08.2019 14:45 - 15.08.2019 15:00","5400","5597"
"15.08.2019 15:00 - 15.08.2019 15:15","5416","5637"
"15.08.2019 15:15 - 15.08.2019 15:30","5408","5660"
"15.08.2019 15:30 - 15.08.2019 15:45","5408","5694"
"15.08.2019 15:45 - 15.08.2019 16:00","5416","5713"
"15.08.2019 16:00 - 15.08.2019 16:15","5408","5732"
"15.08.2019 16:15 - 15.08.2019 16:30","5428","5730"
"15.08.2019 16:30 - 15.08.2019 16:45","5452","5778"
"15.08.2019 16:45 - 15.08.2019 17:00","5484","5829"
"15.08.2019 17:00 - 15.08.2019 17:15","5536","5912"
"15.08.2019 17:15 - 15.08.2019 17:30","5580","5922"
"15.08.2019 17:30 - 15.08.2019 17:45","5636","5974"
"15.08.2019 17:45 - 15.08.2019 18:00","5684","5987"
"15.08.2019 18:00 - 15.08.2019 18:15","5744","5995"
"15.08.2019 18:15 - 15.08.2019 18:30","5776","6033"
"15.08.2019 18:30 - 15.08.2019 18:45","5808","6057"
"15.08.2019 18:45 - 15.08.2019 19:00","5836","6075"
"15.08.2019 19:00 - 15.08.2019 19:15","5748","5933"
"15.08.2019 19:15 - 15.08.2019 19:30","5760","5940"
"15.08.2019 19:30 - 15.08.2019 19:45","5780","5936"
"15.08.2019 19:45 - 15.08.2019 20:00","5800","5914"
"15.08.2019 20:00 - 15.08.2019 20:15","5832","5955"
"15.08.2019 20:15 - 15.08.2019 20:30","5848","6006"
"15.08.2019 20:30 - 15.08.2019 20:45","5852","6016"
"15.08.2019 20:45 - 15.08.2019 21:00","5840","5970"
"15.08.2019 21:00 - 15.08.2019 21:15","5824","5885"
"15.08.2019 21:15 - 15.08.2019 21:30","5788","5814"
"15.08.2019 21:30 - 15.08.2019 21:45","5728","5750"
"15.08.2019 21:45 - 15.08.2019 22:00","5676","5686"
"15.08.2019 22:00 - 15.08.2019 22:15","5816","5761"
"15.08.2019 22:15 - 15.08.2019 22:30","5752","5678"
"15.08.2019 22:30 - 15.08.2019 22:45","5612","5559"
"15.08.2019 22:45 - 15.08.2019 23:00","5512","5439"
"15.08.2019 23:00 - 15.08.2019 23:15","5468","5368"
"15.08.2019 23:15 - 15.08.2019 23:30","5348","5261"
"15.08.2019 23:30 - 15.08.2019 23:45","5240","5155"
"15.08.2019 23:45 - 16.08.2019 00:00","5168","5111"
"16.08.2019 00:00 - 16.08.2019 00:15","4688","5148"
"16.08.2019 00:15 - 16.08.2019 00:30","4604","5068"
"16.08.2019 00:30 - 16.08.2019 00:45","4520","4957"
"16.08.2019 00:45 - 16.08.2019 01:00","4436","4880"
"16.08.2019 01:00 - 16.08.2019 01:15","4428","4880"
"16.08.2019 01:15 - 16.08.2019 01:30","4360","4842"
"16.08.2019 01:30 - 16.08.2019 01:45","4312","4793"
"16.08.2019 01:45 - 16.08.2019 02:00","4268","4756"
"16.08.2019 02:00 - 16.08.2019 02:15","4324","4815"
"16.08.2019 02:15 - 16.08.2019 02:30","4268","4754"
"16.08.2019 02:30 - 16.08.2019 02:45","4220","4693"
"16.08.2019 02:45 - 16.08.2019 03:00","4184","4660"
"16.08.2019 03:00 - 16.08.2019 03:15","4176","4618"
"16.08.2019 03:15 - 16.08.2019 03:30","4156","4592"
"16.08.2019 03:30 - 16.08.2019 03:45","4148","4604"
"16.08.2019 03:45 - 16.08.2019 04:00","4148","4608"
"16.08.2019 04:00 - 16.08.2019 04:15","4180","4624"
"16.08.2019 04:15 - 16.08.2019 04:30","4208","4645"
"16.08.2019 04:30 - 16.08.2019 04:45","4256","4690"
"16.08.2019 04:45 - 16.08.2019 05:00","4332","4772"
