"Time (CET)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"05.01.2019 19:15 - 05.01.2019 19:30","473","555"
"05.01.2019 19:30 - 05.01.2019 19:45","465","574"
"05.01.2019 19:45 - 05.01.2019 20:00","458","587"
"05.01.2019 20:00 - 05.01.2019 20:15","454","594"
"05.01.2019 20:15 - 05.01.2019 20:30","455","608"
"05.01.2019 20:30 - 05.01.2019 20:45","446","592"
"05.01.2019 20:45 - 05.01.2019 21:00","438","588"
"05.01.2019 21:00 - 05.01.2019 21:15","429","577"
"05.01.2019 21:15 - 05.01.2019 21:30","428","591"
"05.01.2019 21:30 - 05.01.2019 21:45","422","578"
"05.01.2019 21:45 - 05.01.2019 22:00","413","567"
"05.01.2019 22:00 - 05.01.2019 22:15","410","557"
"05.01.2019 22:15 - 05.01.2019 22:30","453","547"
"05.01.2019 22:30 - 05.01.2019 22:45","470","516"
"05.01.2019 22:45 - 05.01.2019 23:00","461","548"
"05.01.2019 23:00 - 05.01.2019 23:15","451","540"
"05.01.2019 23:15 - 05.01.2019 23:30","443","570"
"05.01.2019 23:30 - 05.01.2019 23:45","438","592"
"05.01.2019 23:45 - 06.01.2019 00:00","433","618"
"06.01.2019 00:00 - 06.01.2019 00:15","428","621"
"06.01.2019 00:15 - 06.01.2019 00:30","429","574"
"06.01.2019 00:30 - 06.01.2019 00:45","420","566"
"06.01.2019 00:45 - 06.01.2019 01:00","409","582"
"06.01.2019 01:00 - 06.01.2019 01:15","403","583"
"06.01.2019 01:15 - 06.01.2019 01:30","402","625"
"06.01.2019 01:30 - 06.01.2019 01:45","398","583"
"06.01.2019 01:45 - 06.01.2019 02:00","390","493"
"06.01.2019 02:00 - 06.01.2019 02:15","386","507"
"06.01.2019 02:15 - 06.01.2019 02:30","382","530"
"06.01.2019 02:30 - 06.01.2019 02:45","378","534"
"06.01.2019 02:45 - 06.01.2019 03:00","376","523"
"06.01.2019 03:00 - 06.01.2019 03:15","373","512"
"06.01.2019 03:15 - 06.01.2019 03:30","369","519"
"06.01.2019 03:30 - 06.01.2019 03:45","368","487"
"06.01.2019 03:45 - 06.01.2019 04:00","367","478"
"06.01.2019 04:00 - 06.01.2019 04:15","368","484"
"06.01.2019 04:15 - 06.01.2019 04:30","373","429"
"06.01.2019 04:30 - 06.01.2019 04:45","370","401"
"06.01.2019 04:45 - 06.01.2019 05:00","371","380"
"06.01.2019 05:00 - 06.01.2019 05:15","370","360"
"06.01.2019 05:15 - 06.01.2019 05:30","375","335"
"06.01.2019 05:30 - 06.01.2019 05:45","375","323"
"06.01.2019 05:45 - 06.01.2019 06:00","376","317"
"06.01.2019 06:00 - 06.01.2019 06:15","378","316"
"06.01.2019 06:15 - 06.01.2019 06:30","352","345"
"06.01.2019 06:30 - 06.01.2019 06:45","333","345"
"06.01.2019 06:45 - 06.01.2019 07:00","336","346"
"06.01.2019 07:00 - 06.01.2019 07:15","337","335"
"06.01.2019 07:15 - 06.01.2019 07:30","352","344"
"06.01.2019 07:30 - 06.01.2019 07:45","357","329"
"06.01.2019 07:45 - 06.01.2019 08:00","364","318"
"06.01.2019 08:00 - 06.01.2019 08:15","373","348"
"06.01.2019 08:15 - 06.01.2019 08:30","377","407"
"06.01.2019 08:30 - 06.01.2019 08:45","380","421"
"06.01.2019 08:45 - 06.01.2019 09:00","377","426"
"06.01.2019 09:00 - 06.01.2019 09:15","383","457"
"06.01.2019 09:15 - 06.01.2019 09:30","390","477"
"06.01.2019 09:30 - 06.01.2019 09:45","394","469"
"06.01.2019 09:45 - 06.01.2019 10:00","401","465"
"06.01.2019 10:00 - 06.01.2019 10:15","407","467"
"06.01.2019 10:15 - 06.01.2019 10:30","423","497"
"06.01.2019 10:30 - 06.01.2019 10:45","431","502"
"06.01.2019 10:45 - 06.01.2019 11:00","437","500"
"06.01.2019 11:00 - 06.01.2019 11:15","441","512"
"06.01.2019 11:15 - 06.01.2019 11:30","453","506"
"06.01.2019 11:30 - 06.01.2019 11:45","462","498"
"06.01.2019 11:45 - 06.01.2019 12:00","469","501"
"06.01.2019 12:00 - 06.01.2019 12:15","474","516"
"06.01.2019 12:15 - 06.01.2019 12:30","477","562"
"06.01.2019 12:30 - 06.01.2019 12:45","474","558"
"06.01.2019 12:45 - 06.01.2019 13:00","466","559"
"06.01.2019 13:00 - 06.01.2019 13:15","459","569"
"06.01.2019 13:15 - 06.01.2019 13:30","454","609"
"06.01.2019 13:30 - 06.01.2019 13:45","448","594"
"06.01.2019 13:45 - 06.01.2019 14:00","445","629"
"06.01.2019 14:00 - 06.01.2019 14:15","444","635"
"06.01.2019 14:15 - 06.01.2019 14:30","445","623"
"06.01.2019 14:30 - 06.01.2019 14:45","443","614"
"06.01.2019 14:45 - 06.01.2019 15:00","435","599"
"06.01.2019 15:00 - 06.01.2019 15:15","433","595"
"06.01.2019 15:15 - 06.01.2019 15:30","433","555"
"06.01.2019 15:30 - 06.01.2019 15:45","432","559"
"06.01.2019 15:45 - 06.01.2019 16:00","431","546"
"06.01.2019 16:00 - 06.01.2019 16:15","433","545"
"06.01.2019 16:15 - 06.01.2019 16:30","437","537"
"06.01.2019 16:30 - 06.01.2019 16:45","442","572"
"06.01.2019 16:45 - 06.01.2019 17:00","447","530"
"06.01.2019 17:00 - 06.01.2019 17:15","454","532"
"06.01.2019 17:15 - 06.01.2019 17:30","473","531"
"06.01.2019 17:30 - 06.01.2019 17:45","486","529"
"06.01.2019 17:45 - 06.01.2019 18:00","494","514"
"06.01.2019 18:00 - 06.01.2019 18:15","501","518"
"06.01.2019 18:15 - 06.01.2019 18:30","496","597"
"06.01.2019 18:30 - 06.01.2019 18:45","495","634"
"06.01.2019 18:45 - 06.01.2019 19:00","493","629"
"06.01.2019 19:00 - 06.01.2019 19:15","494","623"
"06.01.2019 19:15 - 06.01.2019 19:30","491","690"
"06.01.2019 19:30 - 06.01.2019 19:45","486","721"
"06.01.2019 19:45 - 06.01.2019 20:00","483","752"
"06.01.2019 20:00 - 06.01.2019 20:15","477","764"
"06.01.2019 20:15 - 06.01.2019 20:30","483","740"
"06.01.2019 20:30 - 06.01.2019 20:45","478","676"
"06.01.2019 20:45 - 06.01.2019 21:00","468","664"
"06.01.2019 21:00 - 06.01.2019 21:15","460","632"
"06.01.2019 21:15 - 06.01.2019 21:30","454","599"
"06.01.2019 21:30 - 06.01.2019 21:45","447","607"
"06.01.2019 21:45 - 06.01.2019 22:00","438","0"
"06.01.2019 22:00 - 06.01.2019 22:15","434","601"
"06.01.2019 22:15 - 06.01.2019 22:30","484","549"
"06.01.2019 22:30 - 06.01.2019 22:45","499","0"
"06.01.2019 22:45 - 06.01.2019 23:00","491","0"
"06.01.2019 23:00 - 06.01.2019 23:15","482","496"
"06.01.2019 23:15 - 06.01.2019 23:30","474","520"
"06.01.2019 23:30 - 06.01.2019 23:45","465","529"
"06.01.2019 23:45 - 07.01.2019 00:00","458","0"
"07.01.2019 00:00 - 07.01.2019 00:15","451","510"
"07.01.2019 00:15 - 07.01.2019 00:30","459","507"
"07.01.2019 00:30 - 07.01.2019 00:45","455","0"
"07.01.2019 00:45 - 07.01.2019 01:00","448","0"
"07.01.2019 01:00 - 07.01.2019 01:15","446","520"
"07.01.2019 01:15 - 07.01.2019 01:30","445","443"
"07.01.2019 01:30 - 07.01.2019 01:45","439","0"
"07.01.2019 01:45 - 07.01.2019 02:00","434","0"
"07.01.2019 02:00 - 07.01.2019 02:15","430","510"
"07.01.2019 02:15 - 07.01.2019 02:30","429","455"
"07.01.2019 02:30 - 07.01.2019 02:45","426","0"
"07.01.2019 02:45 - 07.01.2019 03:00","424","0"
"07.01.2019 03:00 - 07.01.2019 03:15","422","423"
"07.01.2019 03:15 - 07.01.2019 03:30","423","478"
"07.01.2019 03:30 - 07.01.2019 03:45","424","0"
"07.01.2019 03:45 - 07.01.2019 04:00","422","0"
"07.01.2019 04:00 - 07.01.2019 04:15","423","451"
"07.01.2019 04:15 - 07.01.2019 04:30","425","0"
"07.01.2019 04:30 - 07.01.2019 04:45","428","0"
"07.01.2019 04:45 - 07.01.2019 05:00","431","0"
"07.01.2019 05:00 - 07.01.2019 05:15","437","459"
"07.01.2019 05:15 - 07.01.2019 05:30","447","0"
"07.01.2019 05:30 - 07.01.2019 05:45","455","0"
"07.01.2019 05:45 - 07.01.2019 06:00","464","0"
"07.01.2019 06:00 - 07.01.2019 06:15","482","355"
"07.01.2019 06:15 - 07.01.2019 06:30","479","394"
"07.01.2019 06:30 - 07.01.2019 06:45","479","378"
"07.01.2019 06:45 - 07.01.2019 07:00","502","344"
"07.01.2019 07:00 - 07.01.2019 07:15","522","358"
"07.01.2019 07:15 - 07.01.2019 07:30","552","462"
"07.01.2019 07:30 - 07.01.2019 07:45","571","563"
"07.01.2019 07:45 - 07.01.2019 08:00","588","596"
"07.01.2019 08:00 - 07.01.2019 08:15","603","640"
"07.01.2019 08:15 - 07.01.2019 08:30","615","592"
"07.01.2019 08:30 - 07.01.2019 08:45","622","661"
"07.01.2019 08:45 - 07.01.2019 09:00","621","672"
"07.01.2019 09:00 - 07.01.2019 09:15","623","703"
"07.01.2019 09:15 - 07.01.2019 09:30","627","691"
"07.01.2019 09:30 - 07.01.2019 09:45","631","701"
"07.01.2019 09:45 - 07.01.2019 10:00","633","679"
"07.01.2019 10:00 - 07.01.2019 10:15","635","660"
"07.01.2019 10:15 - 07.01.2019 10:30","635","658"
"07.01.2019 10:30 - 07.01.2019 10:45","641","637"
"07.01.2019 10:45 - 07.01.2019 11:00","636","686"
"07.01.2019 11:00 - 07.01.2019 11:15","638","699"
"07.01.2019 11:15 - 07.01.2019 11:30","647","723"
"07.01.2019 11:30 - 07.01.2019 11:45","655","718"
"07.01.2019 11:45 - 07.01.2019 12:00","661","681"
"07.01.2019 12:00 - 07.01.2019 12:15","662","672"
"07.01.2019 12:15 - 07.01.2019 12:30","650","733"
"07.01.2019 12:30 - 07.01.2019 12:45","642","746"
"07.01.2019 12:45 - 07.01.2019 13:00","634","731"
"07.01.2019 13:00 - 07.01.2019 13:15","631","719"
"07.01.2019 13:15 - 07.01.2019 13:30","632","717"
"07.01.2019 13:30 - 07.01.2019 13:45","630","682"
"07.01.2019 13:45 - 07.01.2019 14:00","627","683"
"07.01.2019 14:00 - 07.01.2019 14:15","625","683"
"07.01.2019 14:15 - 07.01.2019 14:30","620","717"
"07.01.2019 14:30 - 07.01.2019 14:45","617","755"
"07.01.2019 14:45 - 07.01.2019 15:00","613","759"
"07.01.2019 15:00 - 07.01.2019 15:15","609","726"
"07.01.2019 15:15 - 07.01.2019 15:30","601","780"
"07.01.2019 15:30 - 07.01.2019 15:45","599","769"
"07.01.2019 15:45 - 07.01.2019 16:00","596","750"
"07.01.2019 16:00 - 07.01.2019 16:15","591","732"
"07.01.2019 16:15 - 07.01.2019 16:30","589","739"
"07.01.2019 16:30 - 07.01.2019 16:45","592","705"
"07.01.2019 16:45 - 07.01.2019 17:00","592","702"
"07.01.2019 17:00 - 07.01.2019 17:15","597","702"
"07.01.2019 17:15 - 07.01.2019 17:30","604","690"
"07.01.2019 17:30 - 07.01.2019 17:45","617","661"
"07.01.2019 17:45 - 07.01.2019 18:00","622","663"
"07.01.2019 18:00 - 07.01.2019 18:15","630","681"
"07.01.2019 18:15 - 07.01.2019 18:30","622","726"
"07.01.2019 18:30 - 07.01.2019 18:45","624","744"
"07.01.2019 18:45 - 07.01.2019 19:00","621","751"
"07.01.2019 19:00 - 07.01.2019 19:15","621","773"
"07.01.2019 19:15 - 07.01.2019 19:30","603","758"
"07.01.2019 19:30 - 07.01.2019 19:45","593","702"
"07.01.2019 19:45 - 07.01.2019 20:00","586","701"
"07.01.2019 20:00 - 07.01.2019 20:15","578","704"
"07.01.2019 20:15 - 07.01.2019 20:30","561","665"
"07.01.2019 20:30 - 07.01.2019 20:45","545","651"
"07.01.2019 20:45 - 07.01.2019 21:00","529","617"
"07.01.2019 21:00 - 07.01.2019 21:15","517","590"
"07.01.2019 21:15 - 07.01.2019 21:30","500","600"
"07.01.2019 21:30 - 07.01.2019 21:45","489","591"
"07.01.2019 21:45 - 07.01.2019 22:00","475","567"
"07.01.2019 22:00 - 07.01.2019 22:15","466","551"
"07.01.2019 22:15 - 07.01.2019 22:30","501","533"
"07.01.2019 22:30 - 07.01.2019 22:45","514","532"
"07.01.2019 22:45 - 07.01.2019 23:00","499","522"
"07.01.2019 23:00 - 07.01.2019 23:15","485","508"
"07.01.2019 23:15 - 07.01.2019 23:30","476","489"
"07.01.2019 23:30 - 07.01.2019 23:45","465","462"
"07.01.2019 23:45 - 08.01.2019 00:00","454","476"
"08.01.2019 00:00 - 08.01.2019 00:15","450","476"
"08.01.2019 00:15 - 08.01.2019 00:30","439","421"
"08.01.2019 00:30 - 08.01.2019 00:45","431","415"
"08.01.2019 00:45 - 08.01.2019 01:00","421","432"
"08.01.2019 01:00 - 08.01.2019 01:15","412","413"
"08.01.2019 01:15 - 08.01.2019 01:30","409","399"
"08.01.2019 01:30 - 08.01.2019 01:45","405","402"
"08.01.2019 01:45 - 08.01.2019 02:00","400","390"
"08.01.2019 02:00 - 08.01.2019 02:15","394","373"
"08.01.2019 02:15 - 08.01.2019 02:30","392","338"
"08.01.2019 02:30 - 08.01.2019 02:45","387","353"
"08.01.2019 02:45 - 08.01.2019 03:00","388","385"
"08.01.2019 03:00 - 08.01.2019 03:15","389","395"
"08.01.2019 03:15 - 08.01.2019 03:30","387","373"
"08.01.2019 03:30 - 08.01.2019 03:45","386","367"
"08.01.2019 03:45 - 08.01.2019 04:00","386","349"
"08.01.2019 04:00 - 08.01.2019 04:15","387","354"
"08.01.2019 04:15 - 08.01.2019 04:30","390","357"
"08.01.2019 04:30 - 08.01.2019 04:45","391","356"
"08.01.2019 04:45 - 08.01.2019 05:00","395","339"
"08.01.2019 05:00 - 08.01.2019 05:15","400","342"
"08.01.2019 05:15 - 08.01.2019 05:30","409","344"
"08.01.2019 05:30 - 08.01.2019 05:45","415","339"
"08.01.2019 05:45 - 08.01.2019 06:00","422","354"
"08.01.2019 06:00 - 08.01.2019 06:15","438","390"
"08.01.2019 06:15 - 08.01.2019 06:30","436","383"
"08.01.2019 06:30 - 08.01.2019 06:45","434","392"
"08.01.2019 06:45 - 08.01.2019 07:00","454","392"
"08.01.2019 07:00 - 08.01.2019 07:15","477","432"
"08.01.2019 07:15 - 08.01.2019 07:30","506","394"
"08.01.2019 07:30 - 08.01.2019 07:45","525","393"
"08.01.2019 07:45 - 08.01.2019 08:00","539","429"
"08.01.2019 08:00 - 08.01.2019 08:15","552","452"
"08.01.2019 08:15 - 08.01.2019 08:30","562","522"
"08.01.2019 08:30 - 08.01.2019 08:45","570","534"
"08.01.2019 08:45 - 08.01.2019 09:00","568","0"
"08.01.2019 09:00 - 08.01.2019 09:15","567","571"
"08.01.2019 09:15 - 08.01.2019 09:30","566","592"
"08.01.2019 09:30 - 08.01.2019 09:45","568","0"
"08.01.2019 09:45 - 08.01.2019 10:00","569","0"
"08.01.2019 10:00 - 08.01.2019 10:15","569","572"
"08.01.2019 10:15 - 08.01.2019 10:30","570","0"
"08.01.2019 10:30 - 08.01.2019 10:45","576","0"
"08.01.2019 10:45 - 08.01.2019 11:00","574","0"
"08.01.2019 11:00 - 08.01.2019 11:15","571","549"
"08.01.2019 11:15 - 08.01.2019 11:30","576","562"
"08.01.2019 11:30 - 08.01.2019 11:45","581","0"
"08.01.2019 11:45 - 08.01.2019 12:00","587","0"
"08.01.2019 12:00 - 08.01.2019 12:15","588","506"
"08.01.2019 12:15 - 08.01.2019 12:30","579","515"
"08.01.2019 12:30 - 08.01.2019 12:45","574","545"
"08.01.2019 12:45 - 08.01.2019 13:00","567","0"
"08.01.2019 13:00 - 08.01.2019 13:15","558","539"
"08.01.2019 13:15 - 08.01.2019 13:30","560","508"
"08.01.2019 13:30 - 08.01.2019 13:45","558","523"
"08.01.2019 13:45 - 08.01.2019 14:00","551","527"
"08.01.2019 14:00 - 08.01.2019 14:15","542","522"
"08.01.2019 14:15 - 08.01.2019 14:30","539","511"
"08.01.2019 14:30 - 08.01.2019 14:45","536","505"
"08.01.2019 14:45 - 08.01.2019 15:00","532","489"
"08.01.2019 15:00 - 08.01.2019 15:15","533","467"
"08.01.2019 15:15 - 08.01.2019 15:30","530","484"
"08.01.2019 15:30 - 08.01.2019 15:45","527","474"
"08.01.2019 15:45 - 08.01.2019 16:00","526","0"
"08.01.2019 16:00 - 08.01.2019 16:15","529","468"
"08.01.2019 16:15 - 08.01.2019 16:30","534","505"
"08.01.2019 16:30 - 08.01.2019 16:45","542","486"
"08.01.2019 16:45 - 08.01.2019 17:00","546","0"
"08.01.2019 17:00 - 08.01.2019 17:15","551","473"
"08.01.2019 17:15 - 08.01.2019 17:30","566","463"
"08.01.2019 17:30 - 08.01.2019 17:45","567","0"
"08.01.2019 17:45 - 08.01.2019 18:00","572","0"
"08.01.2019 18:00 - 08.01.2019 18:15","576","476"
"08.01.2019 18:15 - 08.01.2019 18:30","572","526"
"08.01.2019 18:30 - 08.01.2019 18:45","575","534"
"08.01.2019 18:45 - 08.01.2019 19:00","569","541"
"08.01.2019 19:00 - 08.01.2019 19:15","567","560"
"08.01.2019 19:15 - 08.01.2019 19:30","552","556"
"08.01.2019 19:30 - 08.01.2019 19:45","547","586"
"08.01.2019 19:45 - 08.01.2019 20:00","539","591"
"08.01.2019 20:00 - 08.01.2019 20:15","532","601"
"08.01.2019 20:15 - 08.01.2019 20:30","523","566"
"08.01.2019 20:30 - 08.01.2019 20:45","512","568"
"08.01.2019 20:45 - 08.01.2019 21:00","499","0"
"08.01.2019 21:00 - 08.01.2019 21:15","489","539"
"08.01.2019 21:15 - 08.01.2019 21:30","474","524"
"08.01.2019 21:30 - 08.01.2019 21:45","463","523"
"08.01.2019 21:45 - 08.01.2019 22:00","448","522"
"08.01.2019 22:00 - 08.01.2019 22:15","441","493"
"08.01.2019 22:15 - 08.01.2019 22:30","486","484"
"08.01.2019 22:30 - 08.01.2019 22:45","502","459"
"08.01.2019 22:45 - 08.01.2019 23:00","490","444"
"08.01.2019 23:00 - 08.01.2019 23:15","480","438"
"08.01.2019 23:15 - 08.01.2019 23:30","468","485"
"08.01.2019 23:30 - 08.01.2019 23:45","461","492"
"08.01.2019 23:45 - 09.01.2019 00:00","451","504"
"09.01.2019 00:00 - 09.01.2019 00:15","439","503"
"09.01.2019 00:15 - 09.01.2019 00:30","429","486"
"09.01.2019 00:30 - 09.01.2019 00:45","425","451"
"09.01.2019 00:45 - 09.01.2019 01:00","417","481"
"09.01.2019 01:00 - 09.01.2019 01:15","412","471"
"09.01.2019 01:15 - 09.01.2019 01:30","409","388"
"09.01.2019 01:30 - 09.01.2019 01:45","404","381"
"09.01.2019 01:45 - 09.01.2019 02:00","398","0"
"09.01.2019 02:00 - 09.01.2019 02:15","394","369"
"09.01.2019 02:15 - 09.01.2019 02:30","394","358"
"09.01.2019 02:30 - 09.01.2019 02:45","391","344"
"09.01.2019 02:45 - 09.01.2019 03:00","388","333"
"09.01.2019 03:00 - 09.01.2019 03:15","390","339"
"09.01.2019 03:15 - 09.01.2019 03:30","393","350"
"09.01.2019 03:30 - 09.01.2019 03:45","391","337"
"09.01.2019 03:45 - 09.01.2019 04:00","391","358"
"09.01.2019 04:00 - 09.01.2019 04:15","390","353"
"09.01.2019 04:15 - 09.01.2019 04:30","396","382"
"09.01.2019 04:30 - 09.01.2019 04:45","397","395"
"09.01.2019 04:45 - 09.01.2019 05:00","402","392"
"09.01.2019 05:00 - 09.01.2019 05:15","409","382"
"09.01.2019 05:15 - 09.01.2019 05:30","419","362"
"09.01.2019 05:30 - 09.01.2019 05:45","424","360"
"09.01.2019 05:45 - 09.01.2019 06:00","430","364"
"09.01.2019 06:00 - 09.01.2019 06:15","446","370"
"09.01.2019 06:15 - 09.01.2019 06:30","441","433"
"09.01.2019 06:30 - 09.01.2019 06:45","437","415"
"09.01.2019 06:45 - 09.01.2019 07:00","458","424"
"09.01.2019 07:00 - 09.01.2019 07:15","480","388"
"09.01.2019 07:15 - 09.01.2019 07:30","515","381"
"09.01.2019 07:30 - 09.01.2019 07:45","535","348"
"09.01.2019 07:45 - 09.01.2019 08:00","547","0"
"09.01.2019 08:00 - 09.01.2019 08:15","561","423"
"09.01.2019 08:15 - 09.01.2019 08:30","578","490"
"09.01.2019 08:30 - 09.01.2019 08:45","581","529"
"09.01.2019 08:45 - 09.01.2019 09:00","576","533"
"09.01.2019 09:00 - 09.01.2019 09:15","578","545"
"09.01.2019 09:15 - 09.01.2019 09:30","580","527"
"09.01.2019 09:30 - 09.01.2019 09:45","581","630"
"09.01.2019 09:45 - 09.01.2019 10:00","585","644"
"09.01.2019 10:00 - 09.01.2019 10:15","584","639"
"09.01.2019 10:15 - 09.01.2019 10:30","583","663"
"09.01.2019 10:30 - 09.01.2019 10:45","588","645"
"09.01.2019 10:45 - 09.01.2019 11:00","584","633"
"09.01.2019 11:00 - 09.01.2019 11:15","585","657"
"09.01.2019 11:15 - 09.01.2019 11:30","579","678"
"09.01.2019 11:30 - 09.01.2019 11:45","584","689"
"09.01.2019 11:45 - 09.01.2019 12:00","586","697"
"09.01.2019 12:00 - 09.01.2019 12:15","585","682"
"09.01.2019 12:15 - 09.01.2019 12:30","579","661"
"09.01.2019 12:30 - 09.01.2019 12:45","574","651"
"09.01.2019 12:45 - 09.01.2019 13:00","568","677"
"09.01.2019 13:00 - 09.01.2019 13:15","565","690"
"09.01.2019 13:15 - 09.01.2019 13:30","564","704"
"09.01.2019 13:30 - 09.01.2019 13:45","563","661"
"09.01.2019 13:45 - 09.01.2019 14:00","560","662"
"09.01.2019 14:00 - 09.01.2019 14:15","556","648"
"09.01.2019 14:15 - 09.01.2019 14:30","547","654"
"09.01.2019 14:30 - 09.01.2019 14:45","547","633"
"09.01.2019 14:45 - 09.01.2019 15:00","540","625"
"09.01.2019 15:00 - 09.01.2019 15:15","541","621"
"09.01.2019 15:15 - 09.01.2019 15:30","540","616"
"09.01.2019 15:30 - 09.01.2019 15:45","541","626"
"09.01.2019 15:45 - 09.01.2019 16:00","540","607"
"09.01.2019 16:00 - 09.01.2019 16:15","539","606"
"09.01.2019 16:15 - 09.01.2019 16:30","541","613"
"09.01.2019 16:30 - 09.01.2019 16:45","546","595"
"09.01.2019 16:45 - 09.01.2019 17:00","547","587"
"09.01.2019 17:00 - 09.01.2019 17:15","556","584"
"09.01.2019 17:15 - 09.01.2019 17:30","568","640"
"09.01.2019 17:30 - 09.01.2019 17:45","574","642"
"09.01.2019 17:45 - 09.01.2019 18:00","578","656"
"09.01.2019 18:00 - 09.01.2019 18:15","581","593"
"09.01.2019 18:15 - 09.01.2019 18:30","577","557"
"09.01.2019 18:30 - 09.01.2019 18:45","580","580"
"09.01.2019 18:45 - 09.01.2019 19:00","575","586"
"09.01.2019 19:00 - 09.01.2019 19:15","575","593"
"09.01.2019 19:15 - 09.01.2019 19:30","564","642"
"09.01.2019 19:30 - 09.01.2019 19:45","556","678"
"09.01.2019 19:45 - 09.01.2019 20:00","548","698"
"09.01.2019 20:00 - 09.01.2019 20:15","542","693"
"09.01.2019 20:15 - 09.01.2019 20:30","529","698"
"09.01.2019 20:30 - 09.01.2019 20:45","521","683"
"09.01.2019 20:45 - 09.01.2019 21:00","509","672"
"09.01.2019 21:00 - 09.01.2019 21:15","498","672"
"09.01.2019 21:15 - 09.01.2019 21:30","486","651"
"09.01.2019 21:30 - 09.01.2019 21:45","475","583"
"09.01.2019 21:45 - 09.01.2019 22:00","462","568"
"09.01.2019 22:00 - 09.01.2019 22:15","453","525"
"09.01.2019 22:15 - 09.01.2019 22:30","500","514"
"09.01.2019 22:30 - 09.01.2019 22:45","517","484"
"09.01.2019 22:45 - 09.01.2019 23:00","505","489"
"09.01.2019 23:00 - 09.01.2019 23:15","494","472"
"09.01.2019 23:15 - 09.01.2019 23:30","485","481"
"09.01.2019 23:30 - 09.01.2019 23:45","479","503"
"09.01.2019 23:45 - 10.01.2019 00:00","470","521"
"10.01.2019 00:00 - 10.01.2019 00:15","459","515"
"10.01.2019 00:15 - 10.01.2019 00:30","446","479"
"10.01.2019 00:30 - 10.01.2019 00:45","437","489"
"10.01.2019 00:45 - 10.01.2019 01:00","430","505"
"10.01.2019 01:00 - 10.01.2019 01:15","426","505"
"10.01.2019 01:15 - 10.01.2019 01:30","427","369"
"10.01.2019 01:30 - 10.01.2019 01:45","421","355"
"10.01.2019 01:45 - 10.01.2019 02:00","419","337"
"10.01.2019 02:00 - 10.01.2019 02:15","416","336"
"10.01.2019 02:15 - 10.01.2019 02:30","422","410"
"10.01.2019 02:30 - 10.01.2019 02:45","421","404"
"10.01.2019 02:45 - 10.01.2019 03:00","419","0"
"10.01.2019 03:00 - 10.01.2019 03:15","417","381"
"10.01.2019 03:15 - 10.01.2019 03:30","424","364"
"10.01.2019 03:30 - 10.01.2019 03:45","426","347"
"10.01.2019 03:45 - 10.01.2019 04:00","425","348"
"10.01.2019 04:00 - 10.01.2019 04:15","425","356"
"10.01.2019 04:15 - 10.01.2019 04:30","432","386"
"10.01.2019 04:30 - 10.01.2019 04:45","435","374"
"10.01.2019 04:45 - 10.01.2019 05:00","438","386"
"10.01.2019 05:00 - 10.01.2019 05:15","448","365"
"10.01.2019 05:15 - 10.01.2019 05:30","460","389"
"10.01.2019 05:30 - 10.01.2019 05:45","468","396"
"10.01.2019 05:45 - 10.01.2019 06:00","475","402"
"10.01.2019 06:00 - 10.01.2019 06:15","490","407"
"10.01.2019 06:15 - 10.01.2019 06:30","486","385"
"10.01.2019 06:30 - 10.01.2019 06:45","483","0"
"10.01.2019 06:45 - 10.01.2019 07:00","504","0"
"10.01.2019 07:00 - 10.01.2019 07:15","524","361"
"10.01.2019 07:15 - 10.01.2019 07:30","554","354"
"10.01.2019 07:30 - 10.01.2019 07:45","572","0"
"10.01.2019 07:45 - 10.01.2019 08:00","587","0"
"10.01.2019 08:00 - 10.01.2019 08:15","599","450"
"10.01.2019 08:15 - 10.01.2019 08:30","619","468"
"10.01.2019 08:30 - 10.01.2019 08:45","623","486"
"10.01.2019 08:45 - 10.01.2019 09:00","622","586"
"10.01.2019 09:00 - 10.01.2019 09:15","624","665"
"10.01.2019 09:15 - 10.01.2019 09:30","628","700"
"10.01.2019 09:30 - 10.01.2019 09:45","629","691"
"10.01.2019 09:45 - 10.01.2019 10:00","629","658"
"10.01.2019 10:00 - 10.01.2019 10:15","634","654"
"10.01.2019 10:15 - 10.01.2019 10:30","636","652"
"10.01.2019 10:30 - 10.01.2019 10:45","639","633"
"10.01.2019 10:45 - 10.01.2019 11:00","639","637"
"10.01.2019 11:00 - 10.01.2019 11:15","636","640"
"10.01.2019 11:15 - 10.01.2019 11:30","640","676"
